325.000, 0.095	325.000, 0.100	325.000, 0.098	325.000, 0.092	325.000, 0.102	325.000, 0.106
841.000, 0.483	841.000, 0.484	841.000, 0.483	841.000, 0.460	841.000, 0.467	841.000, 0.465
842.000, 0.484	842.000, 0.485	842.000, 0.484	842.000, 0.461	842.000, 0.468	842.000, 0.466
843.000, 0.485	843.000, 0.486	843.000, 0.485	843.000, 0.462	843.000, 0.470	843.000, 0.467
844.000, 0.486	844.000, 0.487	844.000, 0.486	844.000, 0.462	844.000, 0.471	844.000, 0.468
845.000, 0.486	845.000, 0.487	845.000, 0.487	845.000, 0.463	845.000, 0.472	845.000, 0.469
846.000, 0.486	846.000, 0.487	846.000, 0.487	846.000, 0.463	846.000, 0.471	846.000, 0.469
847.000, 0.486	847.000, 0.488	847.000, 0.488	847.000, 0.463	847.000, 0.471	847.000, 0.468
848.000, 0.487	848.000, 0.488	848.000, 0.488	848.000, 0.463	848.000, 0.471	848.000, 0.468
849.000, 0.488	849.000, 0.489	849.000, 0.489	849.000, 0.463	849.000, 0.471	849.000, 0.469
850.000, 0.488	850.000, 0.489	850.000, 0.489	850.000, 0.463	850.000, 0.471	850.000, 0.470
851.000, 0.488	851.000, 0.490	851.000, 0.489	851.000, 0.464	851.000, 0.472	851.000, 0.470
852.000, 0.489	852.000, 0.490	852.000, 0.490	852.000, 0.464	852.000, 0.474	852.000, 0.470
853.000, 0.490	853.000, 0.491	853.000, 0.490	853.000, 0.465	853.000, 0.475	853.000, 0.471
854.000, 0.490	854.000, 0.492	854.000, 0.490	854.000, 0.465	854.000, 0.475	854.000, 0.472
855.000, 0.492	855.000, 0.493	855.000, 0.492	855.000, 0.466	855.000, 0.475	855.000, 0.472
856.000, 0.492	856.000, 0.494	856.000, 0.492	856.000, 0.467	856.000, 0.475	856.000, 0.472
857.000, 0.492	857.000, 0.494	857.000, 0.493	857.000, 0.467	857.000, 0.475	857.000, 0.472
858.000, 0.492	858.000, 0.494	858.000, 0.492	858.000, 0.467	858.000, 0.475	858.000, 0.473
859.000, 0.493	859.000, 0.495	859.000, 0.493	859.000, 0.467	859.000, 0.475	859.000, 0.474
860.000, 0.494	860.000, 0.495	860.000, 0.494	860.000, 0.469	860.000, 0.475	860.000, 0.474
861.000, 0.493	861.000, 0.496	861.000, 0.495	861.000, 0.469	861.000, 0.476	861.000, 0.473
862.000, 0.493	862.000, 0.497	862.000, 0.495	862.000, 0.468	862.000, 0.476	862.000, 0.474
863.000, 0.494	863.000, 0.497	863.000, 0.496	863.000, 0.469	863.000, 0.478	863.000, 0.475
864.000, 0.495	864.000, 0.497	864.000, 0.496	864.000, 0.469	864.000, 0.478	864.000, 0.476
865.000, 0.496	865.000, 0.497	865.000, 0.496	865.000, 0.470	865.000, 0.479	865.000, 0.476
866.000, 0.497	866.000, 0.499	866.000, 0.496	866.000, 0.471	866.000, 0.481	866.000, 0.477
867.000, 0.498	867.000, 0.500	867.000, 0.497	867.000, 0.471	867.000, 0.481	867.000, 0.478
868.000, 0.498	868.000, 0.501	868.000, 0.499	868.000, 0.471	868.000, 0.480	868.000, 0.477
869.000, 0.498	869.000, 0.501	869.000, 0.499	869.000, 0.471	869.000, 0.480	869.000, 0.478
870.000, 0.499	870.000, 0.500	870.000, 0.499	870.000, 0.472	870.000, 0.480	870.000, 0.479
871.000, 0.499	871.000, 0.501	871.000, 0.499	871.000, 0.472	871.000, 0.480	871.000, 0.480
872.000, 0.500	872.000, 0.502	872.000, 0.500	872.000, 0.473	872.000, 0.482	872.000, 0.479
873.000, 0.501	873.000, 0.503	873.000, 0.501	873.000, 0.474	873.000, 0.483	873.000, 0.479
874.000, 0.501	874.000, 0.503	874.000, 0.501	874.000, 0.474	874.000, 0.482	874.000, 0.480
875.000, 0.501	875.000, 0.503	875.000, 0.502	875.000, 0.474	875.000, 0.483	875.000, 0.480
876.000, 0.501	876.000, 0.503	876.000, 0.502	876.000, 0.474	876.000, 0.483	876.000, 0.480
877.000, 0.502	877.000, 0.505	877.000, 0.503	877.000, 0.474	877.000, 0.483	877.000, 0.482
878.000, 0.502	878.000, 0.505	878.000, 0.504	878.000, 0.475	878.000, 0.484	878.000, 0.482
879.000, 0.503	879.000, 0.505	879.000, 0.504	879.000, 0.475	879.000, 0.485	879.000, 0.481
880.000, 0.504	880.000, 0.505	880.000, 0.505	880.000, 0.475	880.000, 0.485	880.000, 0.483
881.000, 0.505	881.000, 0.506	881.000, 0.506	881.000, 0.475	881.000, 0.485	881.000, 0.485
882.000, 0.505	882.000, 0.508	882.000, 0.505	882.000, 0.476	882.000, 0.486	882.000, 0.484
883.000, 0.506	883.000, 0.508	883.000, 0.506	883.000, 0.477	883.000, 0.486	883.000, 0.484
884.000, 0.507	884.000, 0.508	884.000, 0.507	884.000, 0.478	884.000, 0.486	884.000, 0.484
885.000, 0.505	885.000, 0.508	885.000, 0.507	885.000, 0.478	885.000, 0.486	885.000, 0.483
886.000, 0.506	886.000, 0.508	886.000, 0.508	886.000, 0.478	886.000, 0.487	886.000, 0.484
887.000, 0.508	887.000, 0.509	887.000, 0.509	887.000, 0.480	887.000, 0.488	887.000, 0.486
888.000, 0.509	888.000, 0.509	888.000, 0.508	888.000, 0.479	888.000, 0.488	888.000, 0.486
889.000, 0.509	889.000, 0.509	889.000, 0.508	889.000, 0.479	889.000, 0.488	889.000, 0.487
890.000, 0.508	890.000, 0.510	890.000, 0.509	890.000, 0.479	890.000, 0.488	890.000, 0.488
891.000, 0.508	891.000, 0.510	891.000, 0.509	891.000, 0.480	891.000, 0.488	891.000, 0.486
892.000, 0.509	892.000, 0.510	892.000, 0.510	892.000, 0.481	892.000, 0.488	892.000, 0.485
893.000, 0.513	893.000, 0.513	893.000, 0.511	893.000, 0.482	893.000, 0.490	893.000, 0.488
894.000, 0.513	894.000, 0.513	894.000, 0.511	894.000, 0.483	894.000, 0.491	894.000, 0.490
895.000, 0.512	895.000, 0.512	895.000, 0.510	895.000, 0.483	895.000, 0.490	895.000, 0.489
896.000, 0.512	896.000, 0.514	896.000, 0.511	896.000, 0.483	896.000, 0.490	896.000, 0.488
897.000, 0.512	897.000, 0.516	897.000, 0.513	897.000, 0.484	897.000, 0.491	897.000, 0.489
898.000, 0.513	898.000, 0.516	898.000, 0.515	898.000, 0.483	898.000, 0.492	898.000, 0.490
899.000, 0.514	899.000, 0.515	899.000, 0.514	899.000, 0.484	899.000, 0.493	899.000, 0.491
900.000, 0.515	900.000, 0.514	900.000, 0.514	900.000, 0.485	900.000, 0.494	900.000, 0.491
901.000, 0.514	901.000, 0.514	901.000, 0.515	901.000, 0.483	901.000, 0.494	901.000, 0.491
902.000, 0.516	902.000, 0.517	902.000, 0.516	902.000, 0.484	902.000, 0.496	902.000, 0.492
903.000, 0.517	903.000, 0.521	903.000, 0.517	903.000, 0.487	903.000, 0.497	903.000, 0.493
904.000, 0.518	904.000, 0.521	904.000, 0.520	904.000, 0.490	904.000, 0.495	904.000, 0.495
905.000, 0.518	905.000, 0.520	905.000, 0.520	905.000, 0.490	905.000, 0.495	905.000, 0.495
906.000, 0.517	906.000, 0.519	906.000, 0.518	906.000, 0.488	906.000, 0.496	906.000, 0.493
907.000, 0.516	907.000, 0.518	907.000, 0.517	907.000, 0.484	907.000, 0.494	907.000, 0.492
908.000, 0.515	908.000, 0.518	908.000, 0.517	908.000, 0.484	908.000, 0.493	908.000, 0.493
909.000, 0.518	909.000, 0.521	909.000, 0.517	909.000, 0.487	909.000, 0.496	909.000, 0.495
910.000, 0.520	910.000, 0.524	910.000, 0.519	910.000, 0.488	910.000, 0.498	910.000, 0.497
911.000, 0.523	911.000, 0.526	911.000, 0.521	911.000, 0.488	911.000, 0.500	911.000, 0.497
912.000, 0.525	912.000, 0.526	912.000, 0.520	912.000, 0.489	912.000, 0.501	912.000, 0.498
913.000, 0.525	913.000, 0.524	913.000, 0.520	913.000, 0.489	913.000, 0.500	913.000, 0.498
914.000, 0.523	914.000, 0.523	914.000, 0.520	914.000, 0.488	914.000, 0.498	914.000, 0.497
915.000, 0.521	915.000, 0.525	915.000, 0.522	915.000, 0.490	915.000, 0.500	915.000, 0.497
916.000, 0.522	916.000, 0.527	916.000, 0.523	916.000, 0.493	916.000, 0.501	916.000, 0.499
917.000, 0.526	917.000, 0.527	917.000, 0.523	917.000, 0.495	917.000, 0.502	917.000, 0.500
918.000, 0.526	918.000, 0.525	918.000, 0.526	918.000, 0.492	918.000, 0.502	918.000, 0.500
919.000, 0.524	919.000, 0.525	919.000, 0.527	919.000, 0.490	919.000, 0.502	919.000, 0.500
920.000, 0.523	920.000, 0.527	920.000, 0.525	920.000, 0.492	920.000, 0.503	920.000, 0.501
921.000, 0.525	921.000, 0.528	921.000, 0.524	921.000, 0.492	921.000, 0.501	921.000, 0.498
922.000, 0.528	922.000, 0.528	922.000, 0.524	922.000, 0.492	922.000, 0.500	922.000, 0.495
923.000, 0.529	923.000, 0.530	923.000, 0.525	923.000, 0.493	923.000, 0.503	923.000, 0.500
924.000, 0.530	924.000, 0.530	924.000, 0.527	924.000, 0.495	924.000, 0.504	924.000, 0.501
925.000, 0.530	925.000, 0.528	925.000, 0.528	925.000, 0.494	925.000, 0.503	925.000, 0.499
926.000, 0.527	926.000, 0.527	926.000, 0.527	926.000, 0.492	926.000, 0.502	926.000, 0.500
927.000, 0.526	927.000, 0.529	927.000, 0.526	927.000, 0.493	927.000, 0.502	927.000, 0.502
928.000, 0.527	928.000, 0.532	928.000, 0.528	928.000, 0.496	928.000, 0.502	928.000, 0.504
929.000, 0.526	929.000, 0.529	929.000, 0.525	929.000, 0.496	929.000, 0.501	929.000, 0.501
930.000, 0.526	930.000, 0.526	930.000, 0.523	930.000, 0.496	930.000, 0.501	930.000, 0.498
931.000, 0.529	931.000, 0.529	931.000, 0.528	931.000, 0.498	931.000, 0.503	931.000, 0.498
932.000, 0.531	932.000, 0.533	932.000, 0.534	932.000, 0.500	932.000, 0.506	932.000, 0.501
933.000, 0.531	933.000, 0.536	933.000, 0.538	933.000, 0.499	933.000, 0.507	933.000, 0.505
934.000, 0.525	934.000, 0.534	934.000, 0.535	934.000, 0.494	934.000, 0.501	934.000, 0.501
935.000, 0.526	935.000, 0.530	935.000, 0.533	935.000, 0.492	935.000, 0.501	935.000, 0.501
936.000, 0.535	936.000, 0.527	936.000, 0.534	936.000, 0.496	936.000, 0.508	936.000, 0.503
937.000, 0.532	937.000, 0.529	937.000, 0.529	937.000, 0.497	937.000, 0.501	937.000, 0.498
938.000, 0.529	938.000, 0.534	938.000, 0.527	938.000, 0.498	938.000, 0.499	938.000, 0.499
939.000, 0.536	939.000, 0.537	939.000, 0.533	939.000, 0.499	939.000, 0.511	939.000, 0.511
940.000, 0.540	940.000, 0.540	940.000, 0.544	940.000, 0.501	940.000, 0.514	940.000, 0.513
941.000, 0.542	941.000, 0.542	941.000, 0.549	941.000, 0.503	941.000, 0.511	941.000, 0.509
942.000, 0.541	942.000, 0.548	942.000, 0.541	942.000, 0.504	942.000, 0.515	942.000, 0.510
943.000, 0.538	943.000, 0.548	943.000, 0.535	943.000, 0.506	943.000, 0.516	943.000, 0.509
944.000, 0.534	944.000, 0.542	944.000, 0.534	944.000, 0.506	944.000, 0.511	944.000, 0.508
945.000, 0.527	945.000, 0.534	945.000, 0.531	945.000, 0.497	945.000, 0.499	945.000, 0.506
946.000, 0.526	946.000, 0.533	946.000, 0.531	946.000, 0.493	946.000, 0.497	946.000, 0.507
947.000, 0.534	947.000, 0.539	947.000, 0.536	947.000, 0.497	947.000, 0.508	947.000, 0.512
948.000, 0.538	948.000, 0.538	948.000, 0.537	948.000, 0.500	948.000, 0.514	948.000, 0.509
949.000, 0.541	949.000, 0.536	949.000, 0.537	949.000, 0.504	949.000, 0.514	949.000, 0.505
950.000, 0.542	950.000, 0.542	950.000, 0.537	950.000, 0.509	950.000, 0.508	950.000, 0.506
951.000, 0.539	951.000, 0.546	951.000, 0.537	951.000, 0.507	951.000, 0.507	951.000, 0.509
952.000, 0.535	952.000, 0.546	952.000, 0.538	952.000, 0.502	952.000, 0.509	952.000, 0.512
953.000, 0.533	953.000, 0.542	953.000, 0.543	953.000, 0.505	953.000, 0.514	953.000, 0.517
954.000, 0.537	954.000, 0.537	954.000, 0.543	954.000, 0.504	954.000, 0.514	954.000, 0.513
955.000, 0.543	955.000, 0.533	955.000, 0.536	955.000, 0.497	955.000, 0.510	955.000, 0.504
956.000, 0.537	956.000, 0.534	956.000, 0.532	956.000, 0.496	956.000, 0.509	956.000, 0.508
957.000, 0.536	957.000, 0.540	957.000, 0.537	957.000, 0.500	957.000, 0.510	957.000, 0.513
958.000, 0.546	958.000, 0.550	958.000, 0.553	958.000, 0.508	958.000, 0.515	958.000, 0.514
959.000, 0.545	959.000, 0.553	959.000, 0.554	959.000, 0.512	959.000, 0.520	959.000, 0.513
960.000, 0.542	960.000, 0.552	960.000, 0.548	960.000, 0.511	960.000, 0.524	960.000, 0.515
961.000, 0.550	961.000, 0.549	961.000, 0.545	961.000, 0.510	961.000, 0.522	961.000, 0.520
962.000, 0.551	962.000, 0.548	962.000, 0.546	962.000, 0.509	962.000, 0.519	962.000, 0.523
963.000, 0.546	963.000, 0.548	963.000, 0.549	963.000, 0.509	963.000, 0.518	963.000, 0.522
964.000, 0.543	964.000, 0.547	964.000, 0.546	964.000, 0.510	964.000, 0.520	964.000, 0.517
965.000, 0.542	965.000, 0.547	965.000, 0.544	965.000, 0.510	965.000, 0.520	965.000, 0.513
966.000, 0.541	966.000, 0.548	966.000, 0.546	966.000, 0.508	966.000, 0.516	966.000, 0.511
967.000, 0.542	967.000, 0.543	967.000, 0.541	967.000, 0.506	967.000, 0.515	967.000, 0.512
968.000, 0.543	968.000, 0.541	968.000, 0.539	968.000, 0.508	968.000, 0.516	968.000, 0.512
969.000, 0.545	969.000, 0.551	969.000, 0.546	969.000, 0.515	969.000, 0.520	969.000, 0.513
970.000, 0.554	970.000, 0.559	970.000, 0.555	970.000, 0.519	970.000, 0.522	970.000, 0.521
971.000, 0.562	971.000, 0.560	971.000, 0.558	971.000, 0.518	971.000, 0.522	971.000, 0.528
972.000, 0.553	972.000, 0.551	972.000, 0.549	972.000, 0.508	972.000, 0.520	972.000, 0.519
973.000, 0.544	973.000, 0.544	973.000, 0.542	973.000, 0.504	973.000, 0.515	973.000, 0.512
974.000, 0.542	974.000, 0.545	974.000, 0.541	974.000, 0.508	974.000, 0.510	974.000, 0.510
975.000, 0.543	975.000, 0.549	975.000, 0.539	975.000, 0.512	975.000, 0.518	975.000, 0.508
976.000, 0.546	976.000, 0.554	976.000, 0.542	976.000, 0.513	976.000, 0.525	976.000, 0.512
977.000, 0.550	977.000, 0.556	977.000, 0.550	977.000, 0.511	977.000, 0.524	977.000, 0.521
978.000, 0.551	978.000, 0.558	978.000, 0.550	978.000, 0.510	978.000, 0.523	978.000, 0.521
979.000, 0.553	979.000, 0.559	979.000, 0.549	979.000, 0.512	979.000, 0.525	979.000, 0.520
980.000, 0.555	980.000, 0.561	980.000, 0.560	980.000, 0.518	980.000, 0.531	980.000, 0.526
981.000, 0.555	981.000, 0.562	981.000, 0.566	981.000, 0.520	981.000, 0.531	981.000, 0.530
982.000, 0.552	982.000, 0.561	982.000, 0.563	982.000, 0.517	982.000, 0.526	982.000, 0.530
983.000, 0.543	983.000, 0.554	983.000, 0.554	983.000, 0.509	983.000, 0.519	983.000, 0.521
984.000, 0.542	984.000, 0.548	984.000, 0.548	984.000, 0.506	984.000, 0.518	984.000, 0.516
985.000, 0.549	985.000, 0.546	985.000, 0.547	985.000, 0.510	985.000, 0.523	985.000, 0.518
986.000, 0.553	986.000, 0.553	986.000, 0.548	986.000, 0.512	986.000, 0.522	986.000, 0.522
987.000, 0.553	987.000, 0.559	987.000, 0.550	987.000, 0.513	987.000, 0.520	987.000, 0.525
988.000, 0.549	988.000, 0.557	988.000, 0.556	988.000, 0.515	988.000, 0.521	988.000, 0.526
989.000, 0.551	989.000, 0.560	989.000, 0.554	989.000, 0.521	989.000, 0.525	989.000, 0.527
990.000, 0.554	990.000, 0.563	990.000, 0.548	990.000, 0.526	990.000, 0.528	990.000, 0.526
991.000, 0.547	991.000, 0.553	991.000, 0.545	991.000, 0.518	991.000, 0.521	991.000, 0.515
992.000, 0.547	992.000, 0.546	992.000, 0.546	992.000, 0.511	992.000, 0.518	992.000, 0.512
993.000, 0.554	993.000, 0.547	993.000, 0.550	993.000, 0.510	993.000, 0.523	993.000, 0.519
994.000, 0.558	994.000, 0.556	994.000, 0.551	994.000, 0.518	994.000, 0.536	994.000, 0.528
995.000, 0.557	995.000, 0.560	995.000, 0.551	995.000, 0.521	995.000, 0.536	995.000, 0.530
996.000, 0.552	996.000, 0.552	996.000, 0.551	996.000, 0.513	996.000, 0.518	996.000, 0.524
997.000, 0.555	997.000, 0.553	997.000, 0.548	997.000, 0.512	997.000, 0.521	997.000, 0.527
998.000, 0.560	998.000, 0.558	998.000, 0.545	998.000, 0.516	998.000, 0.532	998.000, 0.530
999.000, 0.558	999.000, 0.559	999.000, 0.543	999.000, 0.518	999.000, 0.529	999.000, 0.523
1000.000, 0.556	1000.000, 0.564	1000.000, 0.551	1000.000, 0.522	1000.000, 0.530	1000.000, 0.525
1001.000, 0.556	1001.000, 0.572	1001.000, 0.563	1001.000, 0.525	1001.000, 0.533	1001.000, 0.534
1002.000, 0.562	1002.000, 0.573	1002.000, 0.564	1002.000, 0.523	1002.000, 0.530	1002.000, 0.538
1003.000, 0.562	1003.000, 0.568	1003.000, 0.558	1003.000, 0.516	1003.000, 0.522	1003.000, 0.534
1004.000, 0.555	1004.000, 0.559	1004.000, 0.550	1004.000, 0.507	1004.000, 0.512	1004.000, 0.524
1005.000, 0.556	1005.000, 0.553	1005.000, 0.547	1005.000, 0.506	1005.000, 0.514	1005.000, 0.515
1006.000, 0.563	1006.000, 0.557	1006.000, 0.552	1006.000, 0.511	1006.000, 0.524	1006.000, 0.518
1007.000, 0.574	1007.000, 0.575	1007.000, 0.566	1007.000, 0.521	1007.000, 0.538	1007.000, 0.536
1008.000, 0.575	1008.000, 0.575	1008.000, 0.564	1008.000, 0.520	1008.000, 0.537	1008.000, 0.540
1009.000, 0.568	1009.000, 0.565	1009.000, 0.554	1009.000, 0.513	1009.000, 0.527	1009.000, 0.532
1010.000, 0.554	1010.000, 0.569	1010.000, 0.552	1010.000, 0.511	1010.000, 0.522	1010.000, 0.521
1011.000, 0.552	1011.000, 0.565	1011.000, 0.555	1011.000, 0.518	1011.000, 0.517	1011.000, 0.521
1012.000, 0.561	1012.000, 0.553	1012.000, 0.559	1012.000, 0.530	1012.000, 0.514	1012.000, 0.530
1013.000, 0.546	1013.000, 0.556	1013.000, 0.543	1013.000, 0.522	1013.000, 0.516	1013.000, 0.529
1014.000, 0.541	1014.000, 0.563	1014.000, 0.544	1014.000, 0.515	1014.000, 0.519	1014.000, 0.528
1015.000, 0.560	1015.000, 0.568	1015.000, 0.573	1015.000, 0.519	1015.000, 0.524	1015.000, 0.530
1016.000, 0.563	1016.000, 0.565	1016.000, 0.571	1016.000, 0.525	1016.000, 0.528	1016.000, 0.529
1017.000, 0.557	1017.000, 0.558	1017.000, 0.552	1017.000, 0.527	1017.000, 0.527	1017.000, 0.526
1018.000, 0.552	1018.000, 0.553	1018.000, 0.544	1018.000, 0.518	1018.000, 0.520	1018.000, 0.521
1019.000, 0.556	1019.000, 0.562	1019.000, 0.551	1019.000, 0.516	1019.000, 0.521	1019.000, 0.527
1020.000, 0.565	1020.000, 0.574	1020.000, 0.563	1020.000, 0.520	1020.000, 0.527	1020.000, 0.536
1021.000, 0.562	1021.000, 0.561	1021.000, 0.555	1021.000, 0.528	1021.000, 0.525	1021.000, 0.526
1022.000, 0.563	1022.000, 0.561	1022.000, 0.551	1022.000, 0.530	1022.000, 0.526	1022.000, 0.523
1023.000, 0.571	1023.000, 0.580	1023.000, 0.556	1023.000, 0.524	1023.000, 0.529	1023.000, 0.535
1024.000, 0.578	1024.000, 0.575	1024.000, 0.555	1024.000, 0.526	1024.000, 0.529	1024.000, 0.534
1025.000, 0.578	1025.000, 0.572	1025.000, 0.559	1025.000, 0.528	1025.000, 0.530	1025.000, 0.531
1026.000, 0.570	1026.000, 0.588	1026.000, 0.573	1026.000, 0.527	1026.000, 0.534	1026.000, 0.531
1027.000, 0.563	1027.000, 0.580	1027.000, 0.564	1027.000, 0.529	1027.000, 0.524	1027.000, 0.531
1028.000, 0.559	1028.000, 0.559	1028.000, 0.545	1028.000, 0.522	1028.000, 0.511	1028.000, 0.525
1029.000, 0.559	1029.000, 0.545	1029.000, 0.545	1029.000, 0.487	1029.000, 0.513	1029.000, 0.505
1030.000, 0.572	1030.000, 0.560	1030.000, 0.558	1030.000, 0.492	1030.000, 0.526	1030.000, 0.523
1031.000, 0.590	1031.000, 0.592	1031.000, 0.575	1031.000, 0.537	1031.000, 0.544	1031.000, 0.568
1032.000, 0.573	1032.000, 0.590	1032.000, 0.578	1032.000, 0.552	1032.000, 0.544	1032.000, 0.556
1033.000, 0.549	1033.000, 0.578	1033.000, 0.572	1033.000, 0.550	1033.000, 0.532	1033.000, 0.533
1034.000, 0.538	1034.000, 0.568	1034.000, 0.565	1034.000, 0.539	1034.000, 0.518	1034.000, 0.523
1035.000, 0.551	1035.000, 0.552	1035.000, 0.565	1035.000, 0.533	1035.000, 0.525	1035.000, 0.522
1036.000, 0.574	1036.000, 0.545	1036.000, 0.565	1036.000, 0.528	1036.000, 0.536	1036.000, 0.528
1037.000, 0.589	1037.000, 0.564	1037.000, 0.560	1037.000, 0.523	1037.000, 0.528	1037.000, 0.539
1038.000, 0.587	1038.000, 0.575	1038.000, 0.552	1038.000, 0.519	1038.000, 0.525	1038.000, 0.544
1039.000, 0.576	1039.000, 0.575	1039.000, 0.550	1039.000, 0.520	1039.000, 0.530	1039.000, 0.543
1040.000, 0.577	1040.000, 0.575	1040.000, 0.582	1040.000, 0.539	1040.000, 0.538	1040.000, 0.539
1041.000, 0.580	1041.000, 0.573	1041.000, 0.589	1041.000, 0.534	1041.000, 0.540	1041.000, 0.536
1042.000, 0.580	1042.000, 0.572	1042.000, 0.561	1042.000, 0.502	1042.000, 0.536	1042.000, 0.536
1043.000, 0.575	1043.000, 0.574	1043.000, 0.542	1043.000, 0.498	1043.000, 0.543	1043.000, 0.550
1044.000, 0.567	1044.000, 0.576	1044.000, 0.549	1044.000, 0.506	1044.000, 0.542	1044.000, 0.566
1045.000, 0.561	1045.000, 0.577	1045.000, 0.587	1045.000, 0.514	1045.000, 0.523	1045.000, 0.570
1046.000, 0.571	1046.000, 0.578	1046.000, 0.578	1046.000, 0.522	1046.000, 0.508	1046.000, 0.567
1047.000, 0.583	1047.000, 0.575	1047.000, 0.548	1047.000, 0.529	1047.000, 0.504	1047.000, 0.561
1048.000, 0.568	1048.000, 0.567	1048.000, 0.555	1048.000, 0.529	1048.000, 0.520	1048.000, 0.555
1049.000, 0.555	1049.000, 0.555	1049.000, 0.562	1049.000, 0.532	1049.000, 0.530	1049.000, 0.554
1050.000, 0.556	1050.000, 0.547	1050.000, 0.565	1050.000, 0.536	1050.000, 0.532	1050.000, 0.554
1051.000, 0.588	1051.000, 0.587	1051.000, 0.581	1051.000, 0.525	1051.000, 0.553	1051.000, 0.541
1052.000, 0.604	1052.000, 0.600	1052.000, 0.580	1052.000, 0.520	1052.000, 0.549	1052.000, 0.539
1053.000, 0.584	1053.000, 0.560	1053.000, 0.555	1053.000, 0.529	1053.000, 0.512	1053.000, 0.558
1054.000, 0.571	1054.000, 0.544	1054.000, 0.572	1054.000, 0.539	1054.000, 0.532	1054.000, 0.569
1055.000, 0.564	1055.000, 0.548	1055.000, 0.593	1055.000, 0.538	1055.000, 0.565	1055.000, 0.568
1056.000, 0.561	1056.000, 0.560	1056.000, 0.578	1056.000, 0.522	1056.000, 0.555	1056.000, 0.553
1057.000, 0.550	1057.000, 0.553	1057.000, 0.588	1057.000, 0.501	1057.000, 0.543	1057.000, 0.525
1058.000, 0.540	1058.000, 0.537	1058.000, 0.610	1058.000, 0.487	1058.000, 0.535	1058.000, 0.502
1059.000, 0.561	1059.000, 0.553	1059.000, 0.577	1059.000, 0.510	1059.000, 0.543	1059.000, 0.537
1060.000, 0.575	1060.000, 0.565	1060.000, 0.558	1060.000, 0.528	1060.000, 0.537	1060.000, 0.559
1061.000, 0.576	1061.000, 0.566	1061.000, 0.569	1061.000, 0.529	1061.000, 0.519	1061.000, 0.552
1062.000, 0.595	1062.000, 0.569	1062.000, 0.594	1062.000, 0.530	1062.000, 0.535	1062.000, 0.562
1063.000, 0.598	1063.000, 0.561	1063.000, 0.603	1063.000, 0.531	1063.000, 0.555	1063.000, 0.565
1064.000, 0.560	1064.000, 0.538	1064.000, 0.576	1064.000, 0.528	1064.000, 0.549	1064.000, 0.544
1065.000, 0.533	1065.000, 0.528	1065.000, 0.539	1065.000, 0.491	1065.000, 0.525	1065.000, 0.497
1066.000, 0.529	1066.000, 0.529	1066.000, 0.511	1066.000, 0.458	1066.000, 0.508	1066.000, 0.467
1067.000, 0.570	1067.000, 0.534	1067.000, 0.523	1067.000, 0.500	1067.000, 0.544	1067.000, 0.533
1068.000, 0.583	1068.000, 0.553	1068.000, 0.521	1068.000, 0.513	1068.000, 0.525	1068.000, 0.557
1069.000, 0.558	1069.000, 0.576	1069.000, 0.510	1069.000, 0.486	1069.000, 0.466	1069.000, 0.522
1070.000, 0.536	1070.000, 0.597	1070.000, 0.562	1070.000, 0.489	1070.000, 0.473	1070.000, 0.510
1071.000, 0.542	1071.000, 0.594	1071.000, 0.579	1071.000, 0.510	1071.000, 0.486	1071.000, 0.516
1072.000, 0.579	1072.000, 0.569	1072.000, 0.530	1072.000, 0.536	1072.000, 0.484	1072.000, 0.541
1073.000, 0.596	1073.000, 0.583	1073.000, 0.526	1073.000, 0.516	1073.000, 0.498	1073.000, 0.598
1074.000, 0.574	1074.000, 0.598	1074.000, 0.523	1074.000, 0.471	1074.000, 0.499	1074.000, 0.607
1075.000, 0.503	1075.000, 0.568	1075.000, 0.471	1075.000, 0.433	1075.000, 0.458	1075.000, 0.480
