325.000, 0.126	325.000, 0.116	325.000, 0.134	325.000, 0.176	325.000, 0.104	325.000, 0.124	325.000, 0.568	325.000, 0.156	325.000, 0.151	325.000, 0.155
633.000, 0.179	633.000, 0.280	633.000, 0.408	633.000, 0.372	633.000, 0.125	633.000, 0.336	633.000, 0.171	633.000, 0.078	633.000, 0.225	633.000, 0.270
634.000, 0.178	634.000, 0.280	634.000, 0.408	634.000, 0.372	634.000, 0.125	634.000, 0.336	634.000, 0.171	634.000, 0.078	634.000, 0.225	634.000, 0.270
635.000, 0.178	635.000, 0.280	635.000, 0.408	635.000, 0.372	635.000, 0.125	635.000, 0.336	635.000, 0.172	635.000, 0.078	635.000, 0.225	635.000, 0.270
636.000, 0.179	636.000, 0.280	636.000, 0.408	636.000, 0.372	636.000, 0.125	636.000, 0.337	636.000, 0.172	636.000, 0.078	636.000, 0.225	636.000, 0.270
637.000, 0.179	637.000, 0.280	637.000, 0.408	637.000, 0.373	637.000, 0.125	637.000, 0.337	637.000, 0.172	637.000, 0.078	637.000, 0.225	637.000, 0.270
638.000, 0.179	638.000, 0.280	638.000, 0.408	638.000, 0.373	638.000, 0.124	638.000, 0.337	638.000, 0.172	638.000, 0.078	638.000, 0.225	638.000, 0.270
639.000, 0.179	639.000, 0.280	639.000, 0.408	639.000, 0.373	639.000, 0.124	639.000, 0.337	639.000, 0.172	639.000, 0.077	639.000, 0.225	639.000, 0.270
640.000, 0.179	640.000, 0.280	640.000, 0.408	640.000, 0.374	640.000, 0.125	640.000, 0.338	640.000, 0.172	640.000, 0.078	640.000, 0.226	640.000, 0.271
641.000, 0.179	641.000, 0.281	641.000, 0.408	641.000, 0.374	641.000, 0.125	641.000, 0.338	641.000, 0.172	641.000, 0.077	641.000, 0.226	641.000, 0.271
642.000, 0.179	642.000, 0.281	642.000, 0.408	642.000, 0.374	642.000, 0.125	642.000, 0.338	642.000, 0.172	642.000, 0.077	642.000, 0.226	642.000, 0.271
643.000, 0.179	643.000, 0.280	643.000, 0.408	643.000, 0.374	643.000, 0.124	643.000, 0.338	643.000, 0.171	643.000, 0.077	643.000, 0.226	643.000, 0.271
644.000, 0.180	644.000, 0.280	644.000, 0.408	644.000, 0.374	644.000, 0.124	644.000, 0.338	644.000, 0.170	644.000, 0.076	644.000, 0.225	644.000, 0.271
645.000, 0.180	645.000, 0.280	645.000, 0.408	645.000, 0.374	645.000, 0.124	645.000, 0.338	645.000, 0.169	645.000, 0.076	645.000, 0.225	645.000, 0.271
646.000, 0.179	646.000, 0.280	646.000, 0.407	646.000, 0.375	646.000, 0.124	646.000, 0.338	646.000, 0.168	646.000, 0.075	646.000, 0.225	646.000, 0.271
647.000, 0.179	647.000, 0.280	647.000, 0.408	647.000, 0.375	647.000, 0.123	647.000, 0.337	647.000, 0.166	647.000, 0.074	647.000, 0.225	647.000, 0.271
648.000, 0.179	648.000, 0.280	648.000, 0.408	648.000, 0.375	648.000, 0.123	648.000, 0.337	648.000, 0.165	648.000, 0.074	648.000, 0.225	648.000, 0.271
649.000, 0.180	649.000, 0.280	649.000, 0.408	649.000, 0.375	649.000, 0.124	649.000, 0.338	649.000, 0.165	649.000, 0.074	649.000, 0.225	649.000, 0.271
650.000, 0.180	650.000, 0.280	650.000, 0.407	650.000, 0.375	650.000, 0.124	650.000, 0.338	650.000, 0.165	650.000, 0.074	650.000, 0.225	650.000, 0.271
651.000, 0.179	651.000, 0.280	651.000, 0.407	651.000, 0.375	651.000, 0.124	651.000, 0.338	651.000, 0.165	651.000, 0.073	651.000, 0.225	651.000, 0.271
652.000, 0.180	652.000, 0.280	652.000, 0.407	652.000, 0.375	652.000, 0.123	652.000, 0.338	652.000, 0.165	652.000, 0.073	652.000, 0.225	652.000, 0.271
653.000, 0.180	653.000, 0.280	653.000, 0.407	653.000, 0.376	653.000, 0.123	653.000, 0.338	653.000, 0.165	653.000, 0.073	653.000, 0.225	653.000, 0.271
654.000, 0.180	654.000, 0.280	654.000, 0.407	654.000, 0.376	654.000, 0.123	654.000, 0.338	654.000, 0.165	654.000, 0.073	654.000, 0.225	654.000, 0.271
655.000, 0.180	655.000, 0.280	655.000, 0.407	655.000, 0.376	655.000, 0.123	655.000, 0.338	655.000, 0.165	655.000, 0.073	655.000, 0.225	655.000, 0.271
656.000, 0.180	656.000, 0.280	656.000, 0.407	656.000, 0.376	656.000, 0.123	656.000, 0.338	656.000, 0.166	656.000, 0.073	656.000, 0.225	656.000, 0.272
657.000, 0.180	657.000, 0.280	657.000, 0.407	657.000, 0.377	657.000, 0.123	657.000, 0.338	657.000, 0.165	657.000, 0.072	657.000, 0.225	657.000, 0.272
658.000, 0.181	658.000, 0.281	658.000, 0.407	658.000, 0.377	658.000, 0.123	658.000, 0.339	658.000, 0.165	658.000, 0.072	658.000, 0.225	658.000, 0.272
659.000, 0.181	659.000, 0.281	659.000, 0.408	659.000, 0.378	659.000, 0.123	659.000, 0.339	659.000, 0.166	659.000, 0.072	659.000, 0.225	659.000, 0.272
660.000, 0.181	660.000, 0.281	660.000, 0.407	660.000, 0.378	660.000, 0.122	660.000, 0.340	660.000, 0.166	660.000, 0.072	660.000, 0.225	660.000, 0.272
661.000, 0.181	661.000, 0.281	661.000, 0.407	661.000, 0.378	661.000, 0.123	661.000, 0.340	661.000, 0.166	661.000, 0.071	661.000, 0.225	661.000, 0.272
662.000, 0.181	662.000, 0.281	662.000, 0.408	662.000, 0.379	662.000, 0.123	662.000, 0.340	662.000, 0.166	662.000, 0.072	662.000, 0.225	662.000, 0.273
663.000, 0.181	663.000, 0.281	663.000, 0.407	663.000, 0.379	663.000, 0.123	663.000, 0.340	663.000, 0.166	663.000, 0.072	663.000, 0.225	663.000, 0.273
664.000, 0.181	664.000, 0.281	664.000, 0.407	664.000, 0.379	664.000, 0.122	664.000, 0.340	664.000, 0.165	664.000, 0.071	664.000, 0.224	664.000, 0.273
665.000, 0.181	665.000, 0.281	665.000, 0.407	665.000, 0.379	665.000, 0.122	665.000, 0.340	665.000, 0.165	665.000, 0.070	665.000, 0.225	665.000, 0.273
666.000, 0.181	666.000, 0.281	666.000, 0.407	666.000, 0.379	666.000, 0.122	666.000, 0.340	666.000, 0.165	666.000, 0.070	666.000, 0.225	666.000, 0.273
667.000, 0.181	667.000, 0.281	667.000, 0.407	667.000, 0.379	667.000, 0.122	667.000, 0.340	667.000, 0.164	667.000, 0.070	667.000, 0.224	667.000, 0.273
668.000, 0.181	668.000, 0.281	668.000, 0.407	668.000, 0.379	668.000, 0.122	668.000, 0.340	668.000, 0.164	668.000, 0.070	668.000, 0.225	668.000, 0.273
669.000, 0.182	669.000, 0.281	669.000, 0.407	669.000, 0.380	669.000, 0.122	669.000, 0.341	669.000, 0.164	669.000, 0.070	669.000, 0.225	669.000, 0.273
670.000, 0.182	670.000, 0.281	670.000, 0.407	670.000, 0.380	670.000, 0.122	670.000, 0.341	670.000, 0.164	670.000, 0.070	670.000, 0.225	670.000, 0.274
671.000, 0.182	671.000, 0.281	671.000, 0.407	671.000, 0.380	671.000, 0.122	671.000, 0.341	671.000, 0.164	671.000, 0.070	671.000, 0.225	671.000, 0.274
672.000, 0.182	672.000, 0.281	672.000, 0.407	672.000, 0.380	672.000, 0.122	672.000, 0.341	672.000, 0.164	672.000, 0.069	672.000, 0.225	672.000, 0.273
673.000, 0.182	673.000, 0.281	673.000, 0.406	673.000, 0.380	673.000, 0.122	673.000, 0.341	673.000, 0.163	673.000, 0.069	673.000, 0.225	673.000, 0.273
674.000, 0.182	674.000, 0.281	674.000, 0.406	674.000, 0.380	674.000, 0.121	674.000, 0.341	674.000, 0.163	674.000, 0.069	674.000, 0.225	674.000, 0.273
675.000, 0.182	675.000, 0.281	675.000, 0.406	675.000, 0.381	675.000, 0.121	675.000, 0.341	675.000, 0.163	675.000, 0.069	675.000, 0.225	675.000, 0.274
676.000, 0.182	676.000, 0.281	676.000, 0.406	676.000, 0.381	676.000, 0.122	676.000, 0.341	676.000, 0.162	676.000, 0.069	676.000, 0.225	676.000, 0.274
677.000, 0.182	677.000, 0.281	677.000, 0.406	677.000, 0.381	677.000, 0.122	677.000, 0.341	677.000, 0.162	677.000, 0.069	677.000, 0.224	677.000, 0.274
678.000, 0.182	678.000, 0.281	678.000, 0.406	678.000, 0.381	678.000, 0.122	678.000, 0.341	678.000, 0.162	678.000, 0.069	678.000, 0.225	678.000, 0.274
679.000, 0.182	679.000, 0.281	679.000, 0.406	679.000, 0.381	679.000, 0.121	679.000, 0.341	679.000, 0.162	679.000, 0.069	679.000, 0.225	679.000, 0.274
680.000, 0.182	680.000, 0.281	680.000, 0.406	680.000, 0.381	680.000, 0.121	680.000, 0.342	680.000, 0.162	680.000, 0.069	680.000, 0.225	680.000, 0.274
681.000, 0.183	681.000, 0.281	681.000, 0.406	681.000, 0.382	681.000, 0.121	681.000, 0.342	681.000, 0.161	681.000, 0.069	681.000, 0.225	681.000, 0.274
682.000, 0.183	682.000, 0.281	682.000, 0.406	682.000, 0.381	682.000, 0.121	682.000, 0.342	682.000, 0.161	682.000, 0.069	682.000, 0.225	682.000, 0.274
683.000, 0.182	683.000, 0.281	683.000, 0.405	683.000, 0.381	683.000, 0.121	683.000, 0.342	683.000, 0.160	683.000, 0.069	683.000, 0.226	683.000, 0.274
684.000, 0.182	684.000, 0.281	684.000, 0.405	684.000, 0.381	684.000, 0.121	684.000, 0.341	684.000, 0.159	684.000, 0.069	684.000, 0.226	684.000, 0.274
685.000, 0.182	685.000, 0.280	685.000, 0.404	685.000, 0.381	685.000, 0.121	685.000, 0.341	685.000, 0.156	685.000, 0.069	685.000, 0.225	685.000, 0.274
686.000, 0.181	686.000, 0.280	686.000, 0.403	686.000, 0.380	686.000, 0.120	686.000, 0.340	686.000, 0.152	686.000, 0.068	686.000, 0.225	686.000, 0.273
687.000, 0.182	687.000, 0.280	687.000, 0.403	687.000, 0.380	687.000, 0.120	687.000, 0.341	687.000, 0.150	687.000, 0.069	687.000, 0.226	687.000, 0.273
688.000, 0.183	688.000, 0.281	688.000, 0.404	688.000, 0.381	688.000, 0.120	688.000, 0.341	688.000, 0.148	688.000, 0.070	688.000, 0.227	688.000, 0.274
689.000, 0.183	689.000, 0.281	689.000, 0.404	689.000, 0.381	689.000, 0.121	689.000, 0.342	689.000, 0.149	689.000, 0.071	689.000, 0.228	689.000, 0.274
690.000, 0.183	690.000, 0.281	690.000, 0.404	690.000, 0.382	690.000, 0.121	690.000, 0.342	690.000, 0.150	690.000, 0.072	690.000, 0.229	690.000, 0.275
691.000, 0.183	691.000, 0.281	691.000, 0.404	691.000, 0.382	691.000, 0.121	691.000, 0.342	691.000, 0.151	691.000, 0.074	691.000, 0.229	691.000, 0.275
692.000, 0.183	692.000, 0.281	692.000, 0.404	692.000, 0.382	692.000, 0.120	692.000, 0.342	692.000, 0.150	692.000, 0.075	692.000, 0.230	692.000, 0.274
693.000, 0.183	693.000, 0.281	693.000, 0.403	693.000, 0.382	693.000, 0.120	693.000, 0.342	693.000, 0.151	693.000, 0.076	693.000, 0.230	693.000, 0.274
694.000, 0.183	694.000, 0.281	694.000, 0.403	694.000, 0.382	694.000, 0.120	694.000, 0.342	694.000, 0.152	694.000, 0.078	694.000, 0.231	694.000, 0.274
695.000, 0.183	695.000, 0.281	695.000, 0.404	695.000, 0.383	695.000, 0.121	695.000, 0.343	695.000, 0.152	695.000, 0.080	695.000, 0.233	695.000, 0.275
696.000, 0.183	696.000, 0.281	696.000, 0.404	696.000, 0.383	696.000, 0.121	696.000, 0.343	696.000, 0.153	696.000, 0.083	696.000, 0.234	696.000, 0.275
697.000, 0.183	697.000, 0.282	697.000, 0.404	697.000, 0.383	697.000, 0.121	697.000, 0.343	697.000, 0.154	697.000, 0.086	697.000, 0.235	697.000, 0.275
698.000, 0.184	698.000, 0.282	698.000, 0.403	698.000, 0.383	698.000, 0.121	698.000, 0.343	698.000, 0.154	698.000, 0.088	698.000, 0.236	698.000, 0.275
699.000, 0.184	699.000, 0.282	699.000, 0.403	699.000, 0.383	699.000, 0.120	699.000, 0.344	699.000, 0.153	699.000, 0.090	699.000, 0.237	699.000, 0.275
700.000, 0.183	700.000, 0.281	700.000, 0.403	700.000, 0.383	700.000, 0.121	700.000, 0.343	700.000, 0.153	700.000, 0.093	700.000, 0.238	700.000, 0.275
701.000, 0.184	701.000, 0.281	701.000, 0.403	701.000, 0.383	701.000, 0.121	701.000, 0.343	701.000, 0.153	701.000, 0.096	701.000, 0.239	701.000, 0.275
702.000, 0.184	702.000, 0.282	702.000, 0.403	702.000, 0.383	702.000, 0.121	702.000, 0.344	702.000, 0.154	702.000, 0.099	702.000, 0.240	702.000, 0.276
703.000, 0.184	703.000, 0.282	703.000, 0.403	703.000, 0.383	703.000, 0.121	703.000, 0.344	703.000, 0.155	703.000, 0.102	703.000, 0.242	703.000, 0.275
704.000, 0.184	704.000, 0.282	704.000, 0.403	704.000, 0.383	704.000, 0.121	704.000, 0.344	704.000, 0.155	704.000, 0.105	704.000, 0.243	704.000, 0.275
705.000, 0.184	705.000, 0.282	705.000, 0.403	705.000, 0.384	705.000, 0.120	705.000, 0.344	705.000, 0.156	705.000, 0.108	705.000, 0.244	705.000, 0.275
706.000, 0.184	706.000, 0.282	706.000, 0.403	706.000, 0.384	706.000, 0.120	706.000, 0.344	706.000, 0.156	706.000, 0.111	706.000, 0.245	706.000, 0.275
707.000, 0.184	707.000, 0.282	707.000, 0.402	707.000, 0.383	707.000, 0.120	707.000, 0.344	707.000, 0.157	707.000, 0.114	707.000, 0.247	707.000, 0.275
708.000, 0.184	708.000, 0.282	708.000, 0.402	708.000, 0.384	708.000, 0.120	708.000, 0.344	708.000, 0.157	708.000, 0.117	708.000, 0.248	708.000, 0.275
709.000, 0.184	709.000, 0.282	709.000, 0.402	709.000, 0.384	709.000, 0.120	709.000, 0.344	709.000, 0.157	709.000, 0.121	709.000, 0.249	709.000, 0.275
710.000, 0.184	710.000, 0.282	710.000, 0.402	710.000, 0.384	710.000, 0.121	710.000, 0.345	710.000, 0.158	710.000, 0.124	710.000, 0.250	710.000, 0.275
711.000, 0.185	711.000, 0.282	711.000, 0.401	711.000, 0.384	711.000, 0.121	711.000, 0.345	711.000, 0.158	711.000, 0.128	711.000, 0.251	711.000, 0.276
712.000, 0.185	712.000, 0.282	712.000, 0.401	712.000, 0.384	712.000, 0.121	712.000, 0.345	712.000, 0.157	712.000, 0.131	712.000, 0.252	712.000, 0.276
713.000, 0.185	713.000, 0.282	713.000, 0.401	713.000, 0.384	713.000, 0.121	713.000, 0.345	713.000, 0.156	713.000, 0.133	713.000, 0.253	713.000, 0.275
714.000, 0.184	714.000, 0.281	714.000, 0.400	714.000, 0.383	714.000, 0.120	714.000, 0.344	714.000, 0.154	714.000, 0.135	714.000, 0.254	714.000, 0.275
715.000, 0.184	715.000, 0.281	715.000, 0.400	715.000, 0.382	715.000, 0.120	715.000, 0.344	715.000, 0.150	715.000, 0.137	715.000, 0.254	715.000, 0.274
716.000, 0.184	716.000, 0.281	716.000, 0.399	716.000, 0.382	716.000, 0.120	716.000, 0.343	716.000, 0.146	716.000, 0.140	716.000, 0.255	716.000, 0.274
717.000, 0.184	717.000, 0.281	717.000, 0.399	717.000, 0.382	717.000, 0.120	717.000, 0.342	717.000, 0.143	717.000, 0.142	717.000, 0.256	717.000, 0.274
718.000, 0.184	718.000, 0.281	718.000, 0.399	718.000, 0.382	718.000, 0.119	718.000, 0.342	718.000, 0.141	718.000, 0.146	718.000, 0.257	718.000, 0.274
719.000, 0.184	719.000, 0.281	719.000, 0.399	719.000, 0.383	719.000, 0.120	719.000, 0.343	719.000, 0.143	719.000, 0.150	719.000, 0.259	719.000, 0.275
720.000, 0.185	720.000, 0.282	720.000, 0.400	720.000, 0.383	720.000, 0.120	720.000, 0.344	720.000, 0.145	720.000, 0.155	720.000, 0.261	720.000, 0.275
721.000, 0.185	721.000, 0.282	721.000, 0.400	721.000, 0.383	721.000, 0.120	721.000, 0.345	721.000, 0.147	721.000, 0.159	721.000, 0.262	721.000, 0.275
722.000, 0.184	722.000, 0.281	722.000, 0.399	722.000, 0.383	722.000, 0.120	722.000, 0.344	722.000, 0.146	722.000, 0.163	722.000, 0.263	722.000, 0.275
723.000, 0.184	723.000, 0.281	723.000, 0.398	723.000, 0.382	723.000, 0.119	723.000, 0.344	723.000, 0.145	723.000, 0.166	723.000, 0.263	723.000, 0.274
724.000, 0.185	724.000, 0.281	724.000, 0.398	724.000, 0.382	724.000, 0.120	724.000, 0.343	724.000, 0.143	724.000, 0.170	724.000, 0.265	724.000, 0.274
725.000, 0.185	725.000, 0.281	725.000, 0.398	725.000, 0.382	725.000, 0.119	725.000, 0.343	725.000, 0.143	725.000, 0.173	725.000, 0.266	725.000, 0.274
726.000, 0.185	726.000, 0.281	726.000, 0.398	726.000, 0.382	726.000, 0.120	726.000, 0.344	726.000, 0.143	726.000, 0.177	726.000, 0.267	726.000, 0.275
727.000, 0.185	727.000, 0.281	727.000, 0.398	727.000, 0.383	727.000, 0.120	727.000, 0.344	727.000, 0.144	727.000, 0.182	727.000, 0.269	727.000, 0.276
728.000, 0.185	728.000, 0.281	728.000, 0.398	728.000, 0.383	728.000, 0.120	728.000, 0.344	728.000, 0.144	728.000, 0.186	728.000, 0.270	728.000, 0.275
729.000, 0.185	729.000, 0.281	729.000, 0.397	729.000, 0.382	729.000, 0.120	729.000, 0.344	729.000, 0.145	729.000, 0.190	729.000, 0.270	729.000, 0.274
730.000, 0.185	730.000, 0.281	730.000, 0.397	730.000, 0.384	730.000, 0.120	730.000, 0.344	730.000, 0.146	730.000, 0.194	730.000, 0.272	730.000, 0.275
731.000, 0.185	731.000, 0.282	731.000, 0.397	731.000, 0.384	731.000, 0.120	731.000, 0.344	731.000, 0.148	731.000, 0.199	731.000, 0.273	731.000, 0.276
732.000, 0.185	732.000, 0.281	732.000, 0.397	732.000, 0.384	732.000, 0.120	732.000, 0.345	732.000, 0.150	732.000, 0.203	732.000, 0.275	732.000, 0.276
733.000, 0.185	733.000, 0.281	733.000, 0.397	733.000, 0.384	733.000, 0.120	733.000, 0.345	733.000, 0.152	733.000, 0.207	733.000, 0.276	733.000, 0.275
734.000, 0.185	734.000, 0.282	734.000, 0.397	734.000, 0.384	734.000, 0.120	734.000, 0.345	734.000, 0.153	734.000, 0.210	734.000, 0.277	734.000, 0.275
735.000, 0.185	735.000, 0.282	735.000, 0.397	735.000, 0.384	735.000, 0.120	735.000, 0.345	735.000, 0.154	735.000, 0.214	735.000, 0.278	735.000, 0.275
736.000, 0.185	736.000, 0.282	736.000, 0.397	736.000, 0.384	736.000, 0.120	736.000, 0.345	736.000, 0.154	736.000, 0.218	736.000, 0.279	736.000, 0.275
737.000, 0.186	737.000, 0.281	737.000, 0.397	737.000, 0.384	737.000, 0.120	737.000, 0.345	737.000, 0.155	737.000, 0.221	737.000, 0.280	737.000, 0.275
738.000, 0.186	738.000, 0.282	738.000, 0.397	738.000, 0.385	738.000, 0.120	738.000, 0.345	738.000, 0.156	738.000, 0.224	738.000, 0.281	738.000, 0.276
739.000, 0.186	739.000, 0.282	739.000, 0.397	739.000, 0.385	739.000, 0.120	739.000, 0.345	739.000, 0.157	739.000, 0.228	739.000, 0.282	739.000, 0.276
740.000, 0.186	740.000, 0.282	740.000, 0.396	740.000, 0.385	740.000, 0.120	740.000, 0.345	740.000, 0.158	740.000, 0.231	740.000, 0.282	740.000, 0.276
741.000, 0.186	741.000, 0.282	741.000, 0.396	741.000, 0.385	741.000, 0.120	741.000, 0.345	741.000, 0.159	741.000, 0.233	741.000, 0.283	741.000, 0.276
742.000, 0.186	742.000, 0.282	742.000, 0.396	742.000, 0.385	742.000, 0.120	742.000, 0.345	742.000, 0.159	742.000, 0.236	742.000, 0.284	742.000, 0.276
743.000, 0.186	743.000, 0.282	743.000, 0.396	743.000, 0.385	743.000, 0.120	743.000, 0.345	743.000, 0.159	743.000, 0.239	743.000, 0.285	743.000, 0.276
744.000, 0.186	744.000, 0.282	744.000, 0.396	744.000, 0.385	744.000, 0.120	744.000, 0.345	744.000, 0.159	744.000, 0.241	744.000, 0.285	744.000, 0.275
745.000, 0.185	745.000, 0.281	745.000, 0.395	745.000, 0.385	745.000, 0.120	745.000, 0.345	745.000, 0.159	745.000, 0.242	745.000, 0.286	745.000, 0.275
746.000, 0.186	746.000, 0.282	746.000, 0.395	746.000, 0.385	746.000, 0.120	746.000, 0.345	746.000, 0.159	746.000, 0.245	746.000, 0.286	746.000, 0.276
747.000, 0.186	747.000, 0.282	747.000, 0.395	747.000, 0.385	747.000, 0.120	747.000, 0.344	747.000, 0.159	747.000, 0.246	747.000, 0.287	747.000, 0.276
748.000, 0.186	748.000, 0.281	748.000, 0.394	748.000, 0.385	748.000, 0.119	748.000, 0.344	748.000, 0.159	748.000, 0.248	748.000, 0.287	748.000, 0.275
749.000, 0.186	749.000, 0.281	749.000, 0.394	749.000, 0.385	749.000, 0.119	749.000, 0.344	749.000, 0.158	749.000, 0.249	749.000, 0.288	749.000, 0.275
750.000, 0.186	750.000, 0.281	750.000, 0.394	750.000, 0.385	750.000, 0.119	750.000, 0.344	750.000, 0.158	750.000, 0.250	750.000, 0.288	750.000, 0.275
751.000, 0.186	751.000, 0.281	751.000, 0.394	751.000, 0.385	751.000, 0.119	751.000, 0.344	751.000, 0.158	751.000, 0.252	751.000, 0.288	751.000, 0.275
752.000, 0.186	752.000, 0.281	752.000, 0.394	752.000, 0.386	752.000, 0.119	752.000, 0.344	752.000, 0.157	752.000, 0.253	752.000, 0.289	752.000, 0.275
753.000, 0.186	753.000, 0.281	753.000, 0.394	753.000, 0.385	753.000, 0.119	753.000, 0.344	753.000, 0.157	753.000, 0.255	753.000, 0.289	753.000, 0.276
754.000, 0.186	754.000, 0.281	754.000, 0.393	754.000, 0.385	754.000, 0.119	754.000, 0.343	754.000, 0.156	754.000, 0.255	754.000, 0.288	754.000, 0.275
755.000, 0.186	755.000, 0.281	755.000, 0.393	755.000, 0.385	755.000, 0.119	755.000, 0.343	755.000, 0.156	755.000, 0.256	755.000, 0.289	755.000, 0.275
756.000, 0.186	756.000, 0.280	756.000, 0.392	756.000, 0.385	756.000, 0.118	756.000, 0.343	756.000, 0.155	756.000, 0.256	756.000, 0.289	756.000, 0.275
757.000, 0.185	757.000, 0.279	757.000, 0.391	757.000, 0.383	757.000, 0.117	757.000, 0.342	757.000, 0.153	757.000, 0.256	757.000, 0.288	757.000, 0.274
758.000, 0.184	758.000, 0.277	758.000, 0.388	758.000, 0.381	758.000, 0.116	758.000, 0.339	758.000, 0.148	758.000, 0.253	758.000, 0.285	758.000, 0.272
759.000, 0.182	759.000, 0.274	759.000, 0.385	759.000, 0.378	759.000, 0.115	759.000, 0.336	759.000, 0.140	759.000, 0.249	759.000, 0.282	759.000, 0.269
760.000, 0.182	760.000, 0.275	760.000, 0.386	760.000, 0.379	760.000, 0.117	760.000, 0.334	760.000, 0.131	760.000, 0.248	760.000, 0.283	760.000, 0.270
761.000, 0.183	761.000, 0.277	761.000, 0.388	761.000, 0.381	761.000, 0.118	761.000, 0.336	761.000, 0.125	761.000, 0.249	761.000, 0.285	761.000, 0.271
762.000, 0.184	762.000, 0.278	762.000, 0.389	762.000, 0.381	762.000, 0.117	762.000, 0.338	762.000, 0.125	762.000, 0.250	762.000, 0.286	762.000, 0.272
763.000, 0.185	763.000, 0.279	763.000, 0.390	763.000, 0.383	763.000, 0.117	763.000, 0.339	763.000, 0.128	763.000, 0.253	763.000, 0.288	763.000, 0.274
764.000, 0.186	764.000, 0.280	764.000, 0.391	764.000, 0.384	764.000, 0.118	764.000, 0.340	764.000, 0.133	764.000, 0.256	764.000, 0.289	764.000, 0.275
765.000, 0.186	765.000, 0.281	765.000, 0.391	765.000, 0.385	765.000, 0.119	765.000, 0.342	765.000, 0.139	765.000, 0.258	765.000, 0.291	765.000, 0.275
766.000, 0.186	766.000, 0.281	766.000, 0.391	766.000, 0.385	766.000, 0.118	766.000, 0.342	766.000, 0.144	766.000, 0.260	766.000, 0.291	766.000, 0.275
767.000, 0.186	767.000, 0.280	767.000, 0.391	767.000, 0.385	767.000, 0.118	767.000, 0.342	767.000, 0.148	767.000, 0.262	767.000, 0.291	767.000, 0.275
768.000, 0.186	768.000, 0.280	768.000, 0.390	768.000, 0.386	768.000, 0.118	768.000, 0.342	768.000, 0.150	768.000, 0.263	768.000, 0.291	768.000, 0.275
769.000, 0.186	769.000, 0.280	769.000, 0.390	769.000, 0.385	769.000, 0.118	769.000, 0.342	769.000, 0.152	769.000, 0.263	769.000, 0.291	769.000, 0.275
770.000, 0.186	770.000, 0.280	770.000, 0.390	770.000, 0.385	770.000, 0.118	770.000, 0.342	770.000, 0.153	770.000, 0.264	770.000, 0.292	770.000, 0.275
771.000, 0.186	771.000, 0.280	771.000, 0.390	771.000, 0.386	771.000, 0.118	771.000, 0.342	771.000, 0.153	771.000, 0.265	771.000, 0.291	771.000, 0.275
772.000, 0.186	772.000, 0.280	772.000, 0.390	772.000, 0.386	772.000, 0.118	772.000, 0.342	772.000, 0.154	772.000, 0.265	772.000, 0.291	772.000, 0.275
773.000, 0.186	773.000, 0.280	773.000, 0.390	773.000, 0.386	773.000, 0.117	773.000, 0.342	773.000, 0.154	773.000, 0.265	773.000, 0.291	773.000, 0.275
774.000, 0.186	774.000, 0.280	774.000, 0.389	774.000, 0.386	774.000, 0.117	774.000, 0.342	774.000, 0.154	774.000, 0.265	774.000, 0.292	774.000, 0.275
775.000, 0.186	775.000, 0.280	775.000, 0.389	775.000, 0.386	775.000, 0.117	775.000, 0.343	775.000, 0.154	775.000, 0.266	775.000, 0.292	775.000, 0.275
776.000, 0.186	776.000, 0.279	776.000, 0.389	776.000, 0.386	776.000, 0.117	776.000, 0.342	776.000, 0.153	776.000, 0.266	776.000, 0.292	776.000, 0.275
777.000, 0.186	777.000, 0.280	777.000, 0.389	777.000, 0.386	777.000, 0.117	777.000, 0.342	777.000, 0.153	777.000, 0.266	777.000, 0.292	777.000, 0.275
778.000, 0.186	778.000, 0.280	778.000, 0.388	778.000, 0.386	778.000, 0.117	778.000, 0.342	778.000, 0.153	778.000, 0.266	778.000, 0.292	778.000, 0.275
779.000, 0.186	779.000, 0.279	779.000, 0.388	779.000, 0.386	779.000, 0.117	779.000, 0.342	779.000, 0.153	779.000, 0.267	779.000, 0.292	779.000, 0.275
780.000, 0.187	780.000, 0.279	780.000, 0.388	780.000, 0.387	780.000, 0.117	780.000, 0.342	780.000, 0.153	780.000, 0.268	780.000, 0.292	780.000, 0.275
781.000, 0.187	781.000, 0.280	781.000, 0.389	781.000, 0.387	781.000, 0.117	781.000, 0.343	781.000, 0.153	781.000, 0.268	781.000, 0.292	781.000, 0.275
782.000, 0.186	782.000, 0.279	782.000, 0.388	782.000, 0.387	782.000, 0.117	782.000, 0.342	782.000, 0.152	782.000, 0.267	782.000, 0.292	782.000, 0.275
783.000, 0.186	783.000, 0.279	783.000, 0.387	783.000, 0.386	783.000, 0.116	783.000, 0.341	783.000, 0.152	783.000, 0.267	783.000, 0.292	783.000, 0.274
784.000, 0.186	784.000, 0.279	784.000, 0.387	784.000, 0.387	784.000, 0.116	784.000, 0.342	784.000, 0.151	784.000, 0.267	784.000, 0.292	784.000, 0.275
785.000, 0.187	785.000, 0.279	785.000, 0.387	785.000, 0.387	785.000, 0.116	785.000, 0.342	785.000, 0.151	785.000, 0.267	785.000, 0.292	785.000, 0.275
786.000, 0.187	786.000, 0.280	786.000, 0.387	786.000, 0.387	786.000, 0.117	786.000, 0.342	786.000, 0.150	786.000, 0.268	786.000, 0.293	786.000, 0.275
