325.000, 0.232	325.000, 0.238	325.000, 0.235	325.000, 0.222	325.000, 0.234
945.000, 0.672	945.000, 0.675	945.000, 0.676	945.000, 0.664	945.000, 0.664
946.000, 0.675	946.000, 0.677	946.000, 0.682	946.000, 0.667	946.000, 0.665
947.000, 0.679	947.000, 0.677	947.000, 0.678	947.000, 0.672	947.000, 0.669
948.000, 0.674	948.000, 0.673	948.000, 0.677	948.000, 0.669	948.000, 0.673
949.000, 0.668	949.000, 0.671	949.000, 0.676	949.000, 0.665	949.000, 0.676
950.000, 0.671	950.000, 0.673	950.000, 0.674	950.000, 0.667	950.000, 0.673
951.000, 0.672	951.000, 0.671	951.000, 0.670	951.000, 0.665	951.000, 0.667
952.000, 0.672	952.000, 0.667	952.000, 0.669	952.000, 0.663	952.000, 0.665
953.000, 0.678	953.000, 0.673	953.000, 0.677	953.000, 0.670	953.000, 0.674
954.000, 0.682	954.000, 0.681	954.000, 0.681	954.000, 0.672	954.000, 0.680
955.000, 0.683	955.000, 0.687	955.000, 0.676	955.000, 0.668	955.000, 0.678
956.000, 0.678	956.000, 0.684	956.000, 0.672	956.000, 0.668	956.000, 0.678
957.000, 0.671	957.000, 0.679	957.000, 0.670	957.000, 0.665	957.000, 0.676
958.000, 0.666	958.000, 0.676	958.000, 0.670	958.000, 0.658	958.000, 0.668
959.000, 0.672	959.000, 0.673	959.000, 0.674	959.000, 0.659	959.000, 0.669
960.000, 0.677	960.000, 0.672	960.000, 0.676	960.000, 0.664	960.000, 0.670
961.000, 0.668	961.000, 0.670	961.000, 0.671	961.000, 0.664	961.000, 0.660
962.000, 0.670	962.000, 0.670	962.000, 0.670	962.000, 0.669	962.000, 0.659
963.000, 0.679	963.000, 0.670	963.000, 0.673	963.000, 0.676	963.000, 0.667
964.000, 0.675	964.000, 0.672	964.000, 0.670	964.000, 0.669	964.000, 0.670
965.000, 0.672	965.000, 0.675	965.000, 0.672	965.000, 0.665	965.000, 0.670
966.000, 0.677	966.000, 0.679	966.000, 0.680	966.000, 0.668	966.000, 0.669
967.000, 0.679	967.000, 0.678	967.000, 0.677	967.000, 0.671	967.000, 0.672
968.000, 0.679	968.000, 0.675	968.000, 0.675	968.000, 0.675	968.000, 0.674
969.000, 0.678	969.000, 0.674	969.000, 0.684	969.000, 0.679	969.000, 0.673
970.000, 0.680	970.000, 0.674	970.000, 0.686	970.000, 0.678	970.000, 0.677
971.000, 0.681	971.000, 0.676	971.000, 0.682	971.000, 0.674	971.000, 0.682
972.000, 0.675	972.000, 0.679	972.000, 0.679	972.000, 0.671	972.000, 0.674
973.000, 0.674	973.000, 0.679	973.000, 0.677	973.000, 0.674	973.000, 0.673
974.000, 0.680	974.000, 0.677	974.000, 0.675	974.000, 0.679	974.000, 0.678
975.000, 0.678	975.000, 0.678	975.000, 0.680	975.000, 0.674	975.000, 0.677
976.000, 0.672	976.000, 0.679	976.000, 0.679	976.000, 0.668	976.000, 0.673
977.000, 0.665	977.000, 0.675	977.000, 0.669	977.000, 0.664	977.000, 0.668
978.000, 0.668	978.000, 0.676	978.000, 0.673	978.000, 0.668	978.000, 0.671
979.000, 0.674	979.000, 0.680	979.000, 0.681	979.000, 0.672	979.000, 0.678
980.000, 0.675	980.000, 0.682	980.000, 0.681	980.000, 0.670	980.000, 0.682
981.000, 0.675	981.000, 0.683	981.000, 0.679	981.000, 0.671	981.000, 0.677
982.000, 0.676	982.000, 0.684	982.000, 0.679	982.000, 0.674	982.000, 0.667
983.000, 0.679	983.000, 0.678	983.000, 0.680	983.000, 0.673	983.000, 0.668
984.000, 0.682	984.000, 0.672	984.000, 0.680	984.000, 0.670	984.000, 0.669
985.000, 0.684	985.000, 0.670	985.000, 0.677	985.000, 0.667	985.000, 0.671
986.000, 0.682	986.000, 0.670	986.000, 0.678	986.000, 0.666	986.000, 0.675
987.000, 0.678	987.000, 0.671	987.000, 0.680	987.000, 0.666	987.000, 0.675
988.000, 0.675	988.000, 0.673	988.000, 0.680	988.000, 0.666	988.000, 0.667
989.000, 0.677	989.000, 0.675	989.000, 0.675	989.000, 0.669	989.000, 0.669
990.000, 0.681	990.000, 0.678	990.000, 0.670	990.000, 0.673	990.000, 0.677
991.000, 0.679	991.000, 0.681	991.000, 0.674	991.000, 0.670	991.000, 0.678
992.000, 0.677	992.000, 0.680	992.000, 0.682	992.000, 0.671	992.000, 0.678
993.000, 0.679	993.000, 0.677	993.000, 0.690	993.000, 0.675	993.000, 0.678
994.000, 0.681	994.000, 0.677	994.000, 0.685	994.000, 0.675	994.000, 0.676
995.000, 0.682	995.000, 0.675	995.000, 0.674	995.000, 0.672	995.000, 0.674
996.000, 0.679	996.000, 0.672	996.000, 0.663	996.000, 0.669	996.000, 0.671
997.000, 0.674	997.000, 0.676	997.000, 0.672	997.000, 0.674	997.000, 0.672
998.000, 0.672	998.000, 0.681	998.000, 0.684	998.000, 0.677	998.000, 0.676
999.000, 0.679	999.000, 0.680	999.000, 0.682	999.000, 0.668	999.000, 0.681
1000.000, 0.683	1000.000, 0.683	1000.000, 0.680	1000.000, 0.669	1000.000, 0.681
1001.000, 0.683	1001.000, 0.687	1001.000, 0.680	1001.000, 0.676	1001.000, 0.676
1002.000, 0.683	1002.000, 0.680	1002.000, 0.673	1002.000, 0.670	1002.000, 0.674
1003.000, 0.684	1003.000, 0.674	1003.000, 0.675	1003.000, 0.669	1003.000, 0.677
1004.000, 0.686	1004.000, 0.673	1004.000, 0.689	1004.000, 0.675	1004.000, 0.682
1005.000, 0.688	1005.000, 0.672	1005.000, 0.685	1005.000, 0.669	1005.000, 0.673
1006.000, 0.689	1006.000, 0.678	1006.000, 0.681	1006.000, 0.667	1006.000, 0.670
1007.000, 0.690	1007.000, 0.695	1007.000, 0.687	1007.000, 0.679	1007.000, 0.687
1008.000, 0.681	1008.000, 0.692	1008.000, 0.685	1008.000, 0.681	1008.000, 0.687
1009.000, 0.673	1009.000, 0.678	1009.000, 0.679	1009.000, 0.674	1009.000, 0.676
1010.000, 0.686	1010.000, 0.676	1010.000, 0.677	1010.000, 0.668	1010.000, 0.671
1011.000, 0.689	1011.000, 0.682	1011.000, 0.678	1011.000, 0.664	1011.000, 0.669
1012.000, 0.678	1012.000, 0.688	1012.000, 0.681	1012.000, 0.666	1012.000, 0.669
1013.000, 0.682	1013.000, 0.681	1013.000, 0.683	1013.000, 0.671	1013.000, 0.674
1014.000, 0.687	1014.000, 0.672	1014.000, 0.685	1014.000, 0.675	1014.000, 0.678
1015.000, 0.686	1015.000, 0.670	1015.000, 0.685	1015.000, 0.674	1015.000, 0.678
1016.000, 0.684	1016.000, 0.687	1016.000, 0.687	1016.000, 0.674	1016.000, 0.681
1017.000, 0.683	1017.000, 0.701	1017.000, 0.690	1017.000, 0.677	1017.000, 0.686
1018.000, 0.687	1018.000, 0.688	1018.000, 0.695	1018.000, 0.683	1018.000, 0.690
1019.000, 0.695	1019.000, 0.693	1019.000, 0.702	1019.000, 0.690	1019.000, 0.692
1020.000, 0.700	1020.000, 0.707	1020.000, 0.703	1020.000, 0.692	1020.000, 0.691
1021.000, 0.689	1021.000, 0.690	1021.000, 0.685	1021.000, 0.673	1021.000, 0.678
1022.000, 0.687	1022.000, 0.675	1022.000, 0.669	1022.000, 0.665	1022.000, 0.677
1023.000, 0.697	1023.000, 0.672	1023.000, 0.665	1023.000, 0.673	1023.000, 0.687
1024.000, 0.688	1024.000, 0.669	1024.000, 0.671	1024.000, 0.666	1024.000, 0.672
1025.000, 0.676	1025.000, 0.670	1025.000, 0.679	1025.000, 0.657	1025.000, 0.658
1026.000, 0.676	1026.000, 0.675	1026.000, 0.680	1026.000, 0.657	1026.000, 0.667
1027.000, 0.678	1027.000, 0.673	1027.000, 0.678	1027.000, 0.663	1027.000, 0.662
1028.000, 0.685	1028.000, 0.674	1028.000, 0.683	1028.000, 0.671	1028.000, 0.656
1029.000, 0.701	1029.000, 0.700	1029.000, 0.711	1029.000, 0.677	1029.000, 0.678
1030.000, 0.703	1030.000, 0.700	1030.000, 0.715	1030.000, 0.672	1030.000, 0.682
1031.000, 0.691	1031.000, 0.675	1031.000, 0.693	1031.000, 0.661	1031.000, 0.669
1032.000, 0.680	1032.000, 0.682	1032.000, 0.697	1032.000, 0.681	1032.000, 0.691
1033.000, 0.671	1033.000, 0.685	1033.000, 0.693	1033.000, 0.680	1033.000, 0.701
1034.000, 0.664	1034.000, 0.668	1034.000, 0.670	1034.000, 0.643	1034.000, 0.684
1035.000, 0.674	1035.000, 0.666	1035.000, 0.672	1035.000, 0.646	1035.000, 0.680
1036.000, 0.686	1036.000, 0.677	1036.000, 0.682	1036.000, 0.669	1036.000, 0.677
1037.000, 0.684	1037.000, 0.693	1037.000, 0.680	1037.000, 0.682	1037.000, 0.661
1038.000, 0.681	1038.000, 0.705	1038.000, 0.687	1038.000, 0.690	1038.000, 0.668
1039.000, 0.682	1039.000, 0.706	1039.000, 0.700	1039.000, 0.689	1039.000, 0.690
1040.000, 0.698	1040.000, 0.678	1040.000, 0.700	1040.000, 0.660	1040.000, 0.688
1041.000, 0.708	1041.000, 0.672	1041.000, 0.689	1041.000, 0.662	1041.000, 0.679
1042.000, 0.708	1042.000, 0.698	1042.000, 0.675	1042.000, 0.696	1042.000, 0.673
1043.000, 0.706	1043.000, 0.705	1043.000, 0.687	1043.000, 0.683	1043.000, 0.674
1044.000, 0.707	1044.000, 0.705	1044.000, 0.698	1044.000, 0.663	1044.000, 0.682
1045.000, 0.711	1045.000, 0.704	1045.000, 0.688	1045.000, 0.666	1045.000, 0.693
1046.000, 0.687	1046.000, 0.697	1046.000, 0.692	1046.000, 0.660	1046.000, 0.694
1047.000, 0.663	1047.000, 0.685	1047.000, 0.701	1047.000, 0.651	1047.000, 0.694
1048.000, 0.684	1048.000, 0.669	1048.000, 0.702	1048.000, 0.654	1048.000, 0.706
1049.000, 0.700	1049.000, 0.691	1049.000, 0.707	1049.000, 0.678	1049.000, 0.718
1050.000, 0.700	1050.000, 0.734	1050.000, 0.711	1050.000, 0.701	1050.000, 0.715
1051.000, 0.691	1051.000, 0.688	1051.000, 0.677	1051.000, 0.640	1051.000, 0.652
1052.000, 0.689	1052.000, 0.665	1052.000, 0.677	1052.000, 0.616	1052.000, 0.633
1053.000, 0.700	1053.000, 0.702	1053.000, 0.730	1053.000, 0.666	1053.000, 0.684
1054.000, 0.700	1054.000, 0.713	1054.000, 0.731	1054.000, 0.669	1054.000, 0.684
1055.000, 0.701	1055.000, 0.706	1055.000, 0.709	1055.000, 0.649	1055.000, 0.668
1056.000, 0.717	1056.000, 0.700	1056.000, 0.706	1056.000, 0.645	1056.000, 0.689
1057.000, 0.713	1057.000, 0.685	1057.000, 0.681	1057.000, 0.637	1057.000, 0.688
1058.000, 0.695	1058.000, 0.676	1058.000, 0.663	1058.000, 0.635	1058.000, 0.675
1059.000, 0.688	1059.000, 0.706	1059.000, 0.729	1059.000, 0.670	1059.000, 0.698
1060.000, 0.661	1060.000, 0.708	1060.000, 0.745	1060.000, 0.660	1060.000, 0.688
1061.000, 0.622	1061.000, 0.673	1061.000, 0.693	1061.000, 0.607	1061.000, 0.649
1062.000, 0.645	1062.000, 0.654	1062.000, 0.691	1062.000, 0.636	1062.000, 0.687
1063.000, 0.693	1063.000, 0.668	1063.000, 0.712	1063.000, 0.685	1063.000, 0.748
1064.000, 0.721	1064.000, 0.715	1064.000, 0.725	1064.000, 0.695	1064.000, 0.769
1065.000, 0.684	1065.000, 0.737	1065.000, 0.720	1065.000, 0.651	1065.000, 0.697
1066.000, 0.634	1066.000, 0.736	1066.000, 0.703	1066.000, 0.597	1066.000, 0.622
1067.000, 0.660	1067.000, 0.721	1067.000, 0.684	1067.000, 0.609	1067.000, 0.699
1068.000, 0.685	1068.000, 0.720	1068.000, 0.709	1068.000, 0.679	1068.000, 0.707
1069.000, 0.686	1069.000, 0.726	1069.000, 0.757	1069.000, 0.753	1069.000, 0.628
1070.000, 0.677	1070.000, 0.680	1070.000, 0.719	1070.000, 0.682	1070.000, 0.639
1071.000, 0.677	1071.000, 0.661	1071.000, 0.681	1071.000, 0.642	1071.000, 0.683
1072.000, 0.695	1072.000, 0.694	1072.000, 0.675	1072.000, 0.684	1072.000, 0.736
1073.000, 0.704	1073.000, 0.695	1073.000, 0.724	1073.000, 0.647	1073.000, 0.735
1074.000, 0.719	1074.000, 0.709	1074.000, 0.770	1074.000, 0.605	1074.000, 0.713
1075.000, 0.763	1075.000, 0.783	1075.000, 0.774	1075.000, 0.628	1075.000, 0.707
