325.000, 0.278	325.000, 0.288	325.000, 0.287	325.000, 0.280	325.000, 0.284
945.000, 0.723	945.000, 0.728	945.000, 0.728	945.000, 0.722	945.000, 0.724
946.000, 0.723	946.000, 0.728	946.000, 0.735	946.000, 0.727	946.000, 0.729
947.000, 0.732	947.000, 0.734	947.000, 0.736	947.000, 0.733	947.000, 0.730
948.000, 0.732	948.000, 0.733	948.000, 0.734	948.000, 0.729	948.000, 0.730
949.000, 0.730	949.000, 0.730	949.000, 0.733	949.000, 0.722	949.000, 0.730
950.000, 0.730	950.000, 0.726	950.000, 0.734	950.000, 0.723	950.000, 0.729
951.000, 0.722	951.000, 0.722	951.000, 0.724	951.000, 0.722	951.000, 0.723
952.000, 0.713	952.000, 0.721	952.000, 0.715	952.000, 0.722	952.000, 0.719
953.000, 0.724	953.000, 0.735	953.000, 0.729	953.000, 0.726	953.000, 0.727
954.000, 0.731	954.000, 0.738	954.000, 0.736	954.000, 0.725	954.000, 0.732
955.000, 0.729	955.000, 0.728	955.000, 0.730	955.000, 0.719	955.000, 0.727
956.000, 0.729	956.000, 0.723	956.000, 0.722	956.000, 0.717	956.000, 0.720
957.000, 0.727	957.000, 0.720	957.000, 0.717	957.000, 0.717	957.000, 0.716
958.000, 0.723	958.000, 0.720	958.000, 0.719	958.000, 0.717	958.000, 0.720
959.000, 0.727	959.000, 0.723	959.000, 0.725	959.000, 0.723	959.000, 0.723
960.000, 0.730	960.000, 0.724	960.000, 0.730	960.000, 0.727	960.000, 0.723
961.000, 0.719	961.000, 0.719	961.000, 0.724	961.000, 0.721	961.000, 0.719
962.000, 0.718	962.000, 0.720	962.000, 0.723	962.000, 0.721	962.000, 0.719
963.000, 0.724	963.000, 0.727	963.000, 0.726	963.000, 0.725	963.000, 0.722
964.000, 0.724	964.000, 0.730	964.000, 0.726	964.000, 0.721	964.000, 0.725
965.000, 0.725	965.000, 0.731	965.000, 0.727	965.000, 0.723	965.000, 0.729
966.000, 0.728	966.000, 0.730	966.000, 0.728	966.000, 0.731	966.000, 0.732
967.000, 0.725	967.000, 0.730	967.000, 0.730	967.000, 0.727	967.000, 0.725
968.000, 0.724	968.000, 0.730	968.000, 0.730	968.000, 0.722	968.000, 0.720
969.000, 0.729	969.000, 0.729	969.000, 0.726	969.000, 0.726	969.000, 0.726
970.000, 0.734	970.000, 0.729	970.000, 0.731	970.000, 0.725	970.000, 0.731
971.000, 0.738	971.000, 0.731	971.000, 0.739	971.000, 0.722	971.000, 0.733
972.000, 0.733	972.000, 0.730	972.000, 0.738	972.000, 0.724	972.000, 0.731
973.000, 0.734	973.000, 0.730	973.000, 0.735	973.000, 0.725	973.000, 0.728
974.000, 0.739	974.000, 0.730	974.000, 0.733	974.000, 0.723	974.000, 0.724
975.000, 0.731	975.000, 0.728	975.000, 0.730	975.000, 0.724	975.000, 0.721
976.000, 0.725	976.000, 0.726	976.000, 0.725	976.000, 0.725	976.000, 0.723
977.000, 0.729	977.000, 0.729	977.000, 0.722	977.000, 0.727	977.000, 0.730
978.000, 0.727	978.000, 0.727	978.000, 0.721	978.000, 0.727	978.000, 0.728
979.000, 0.725	979.000, 0.725	979.000, 0.724	979.000, 0.728	979.000, 0.724
980.000, 0.732	980.000, 0.730	980.000, 0.731	980.000, 0.734	980.000, 0.726
981.000, 0.733	981.000, 0.732	981.000, 0.729	981.000, 0.729	981.000, 0.726
982.000, 0.729	982.000, 0.730	982.000, 0.720	982.000, 0.718	982.000, 0.723
983.000, 0.725	983.000, 0.728	983.000, 0.720	983.000, 0.722	983.000, 0.722
984.000, 0.724	984.000, 0.724	984.000, 0.725	984.000, 0.725	984.000, 0.723
985.000, 0.726	985.000, 0.719	985.000, 0.733	985.000, 0.723	985.000, 0.727
986.000, 0.729	986.000, 0.720	986.000, 0.732	986.000, 0.727	986.000, 0.725
987.000, 0.729	987.000, 0.724	987.000, 0.729	987.000, 0.729	987.000, 0.723
988.000, 0.724	988.000, 0.724	988.000, 0.730	988.000, 0.723	988.000, 0.727
989.000, 0.721	989.000, 0.725	989.000, 0.727	989.000, 0.722	989.000, 0.726
990.000, 0.723	990.000, 0.727	990.000, 0.724	990.000, 0.724	990.000, 0.724
991.000, 0.730	991.000, 0.731	991.000, 0.725	991.000, 0.724	991.000, 0.727
992.000, 0.731	992.000, 0.727	992.000, 0.728	992.000, 0.726	992.000, 0.726
993.000, 0.724	993.000, 0.718	993.000, 0.731	993.000, 0.730	993.000, 0.724
994.000, 0.726	994.000, 0.723	994.000, 0.732	994.000, 0.723	994.000, 0.730
995.000, 0.726	995.000, 0.726	995.000, 0.728	995.000, 0.720	995.000, 0.732
996.000, 0.721	996.000, 0.721	996.000, 0.720	996.000, 0.724	996.000, 0.722
997.000, 0.726	997.000, 0.720	997.000, 0.726	997.000, 0.724	997.000, 0.722
998.000, 0.732	998.000, 0.721	998.000, 0.734	998.000, 0.722	998.000, 0.728
999.000, 0.729	999.000, 0.723	999.000, 0.726	999.000, 0.724	999.000, 0.733
1000.000, 0.729	1000.000, 0.729	1000.000, 0.727	1000.000, 0.727	1000.000, 0.732
1001.000, 0.732	1001.000, 0.736	1001.000, 0.736	1001.000, 0.728	1001.000, 0.727
1002.000, 0.730	1002.000, 0.729	1002.000, 0.732	1002.000, 0.725	1002.000, 0.720
1003.000, 0.728	1003.000, 0.730	1003.000, 0.732	1003.000, 0.725	1003.000, 0.720
1004.000, 0.729	1004.000, 0.739	1004.000, 0.739	1004.000, 0.729	1004.000, 0.729
1005.000, 0.727	1005.000, 0.730	1005.000, 0.732	1005.000, 0.726	1005.000, 0.724
1006.000, 0.727	1006.000, 0.723	1006.000, 0.724	1006.000, 0.724	1006.000, 0.724
1007.000, 0.733	1007.000, 0.732	1007.000, 0.725	1007.000, 0.725	1007.000, 0.743
1008.000, 0.734	1008.000, 0.734	1008.000, 0.726	1008.000, 0.724	1008.000, 0.739
1009.000, 0.730	1009.000, 0.729	1009.000, 0.726	1009.000, 0.719	1009.000, 0.722
1010.000, 0.721	1010.000, 0.729	1010.000, 0.726	1010.000, 0.712	1010.000, 0.721
1011.000, 0.718	1011.000, 0.730	1011.000, 0.729	1011.000, 0.712	1011.000, 0.724
1012.000, 0.722	1012.000, 0.730	1012.000, 0.731	1012.000, 0.719	1012.000, 0.728
1013.000, 0.717	1013.000, 0.730	1013.000, 0.723	1013.000, 0.720	1013.000, 0.727
1014.000, 0.716	1014.000, 0.728	1014.000, 0.721	1014.000, 0.721	1014.000, 0.724
1015.000, 0.725	1015.000, 0.724	1015.000, 0.729	1015.000, 0.724	1015.000, 0.719
1016.000, 0.733	1016.000, 0.729	1016.000, 0.738	1016.000, 0.730	1016.000, 0.722
1017.000, 0.738	1017.000, 0.735	1017.000, 0.740	1017.000, 0.737	1017.000, 0.732
1018.000, 0.741	1018.000, 0.736	1018.000, 0.724	1018.000, 0.744	1018.000, 0.744
1019.000, 0.746	1019.000, 0.742	1019.000, 0.729	1019.000, 0.742	1019.000, 0.746
1020.000, 0.748	1020.000, 0.747	1020.000, 0.746	1020.000, 0.734	1020.000, 0.739
1021.000, 0.730	1021.000, 0.737	1021.000, 0.735	1021.000, 0.729	1021.000, 0.735
1022.000, 0.729	1022.000, 0.732	1022.000, 0.733	1022.000, 0.733	1022.000, 0.731
1023.000, 0.746	1023.000, 0.736	1023.000, 0.745	1023.000, 0.745	1023.000, 0.729
1024.000, 0.731	1024.000, 0.725	1024.000, 0.736	1024.000, 0.738	1024.000, 0.734
1025.000, 0.715	1025.000, 0.715	1025.000, 0.725	1025.000, 0.722	1025.000, 0.732
1026.000, 0.723	1026.000, 0.717	1026.000, 0.728	1026.000, 0.708	1026.000, 0.714
1027.000, 0.724	1027.000, 0.720	1027.000, 0.717	1027.000, 0.708	1027.000, 0.714
1028.000, 0.724	1028.000, 0.730	1028.000, 0.709	1028.000, 0.720	1028.000, 0.726
1029.000, 0.737	1029.000, 0.760	1029.000, 0.736	1029.000, 0.742	1029.000, 0.738
1030.000, 0.745	1030.000, 0.759	1030.000, 0.748	1030.000, 0.742	1030.000, 0.745
1031.000, 0.741	1031.000, 0.730	1031.000, 0.739	1031.000, 0.722	1031.000, 0.742
1032.000, 0.732	1032.000, 0.741	1032.000, 0.736	1032.000, 0.726	1032.000, 0.737
1033.000, 0.721	1033.000, 0.746	1033.000, 0.735	1033.000, 0.730	1033.000, 0.726
1034.000, 0.714	1034.000, 0.729	1034.000, 0.732	1034.000, 0.727	1034.000, 0.713
1035.000, 0.733	1035.000, 0.729	1035.000, 0.749	1035.000, 0.724	1035.000, 0.730
1036.000, 0.749	1036.000, 0.733	1036.000, 0.756	1036.000, 0.725	1036.000, 0.746
1037.000, 0.734	1037.000, 0.723	1037.000, 0.723	1037.000, 0.733	1037.000, 0.723
1038.000, 0.738	1038.000, 0.727	1038.000, 0.714	1038.000, 0.735	1038.000, 0.725
1039.000, 0.756	1039.000, 0.740	1039.000, 0.726	1039.000, 0.734	1039.000, 0.743
1040.000, 0.754	1040.000, 0.735	1040.000, 0.723	1040.000, 0.742	1040.000, 0.722
1041.000, 0.746	1041.000, 0.731	1041.000, 0.727	1041.000, 0.737	1041.000, 0.722
1042.000, 0.738	1042.000, 0.738	1042.000, 0.741	1042.000, 0.722	1042.000, 0.750
1043.000, 0.735	1043.000, 0.763	1043.000, 0.743	1043.000, 0.742	1043.000, 0.743
1044.000, 0.739	1044.000, 0.774	1044.000, 0.738	1044.000, 0.763	1044.000, 0.732
1045.000, 0.746	1045.000, 0.745	1045.000, 0.729	1045.000, 0.753	1045.000, 0.740
1046.000, 0.738	1046.000, 0.725	1046.000, 0.720	1046.000, 0.730	1046.000, 0.732
1047.000, 0.725	1047.000, 0.716	1047.000, 0.723	1047.000, 0.711	1047.000, 0.722
1048.000, 0.721	1048.000, 0.714	1048.000, 0.752	1048.000, 0.718	1048.000, 0.736
1049.000, 0.738	1049.000, 0.732	1049.000, 0.778	1049.000, 0.739	1049.000, 0.751
1050.000, 0.765	1050.000, 0.755	1050.000, 0.782	1050.000, 0.752	1050.000, 0.755
1051.000, 0.748	1051.000, 0.711	1051.000, 0.730	1051.000, 0.697	1051.000, 0.734
1052.000, 0.746	1052.000, 0.697	1052.000, 0.709	1052.000, 0.680	1052.000, 0.729
1053.000, 0.774	1053.000, 0.745	1053.000, 0.740	1053.000, 0.727	1053.000, 0.747
1054.000, 0.746	1054.000, 0.760	1054.000, 0.717	1054.000, 0.712	1054.000, 0.725
1055.000, 0.723	1055.000, 0.755	1055.000, 0.694	1055.000, 0.689	1055.000, 0.701
1056.000, 0.770	1056.000, 0.756	1056.000, 0.733	1056.000, 0.721	1056.000, 0.719
1057.000, 0.764	1057.000, 0.730	1057.000, 0.726	1057.000, 0.703	1057.000, 0.704
1058.000, 0.721	1058.000, 0.700	1058.000, 0.694	1058.000, 0.666	1058.000, 0.680
1059.000, 0.730	1059.000, 0.729	1059.000, 0.732	1059.000, 0.728	1059.000, 0.732
1060.000, 0.728	1060.000, 0.743	1060.000, 0.732	1060.000, 0.761	1060.000, 0.751
1061.000, 0.713	1061.000, 0.731	1061.000, 0.687	1061.000, 0.736	1061.000, 0.724
1062.000, 0.765	1062.000, 0.753	1062.000, 0.728	1062.000, 0.716	1062.000, 0.740
1063.000, 0.809	1063.000, 0.784	1063.000, 0.784	1063.000, 0.730	1063.000, 0.792
1064.000, 0.783	1064.000, 0.795	1064.000, 0.790	1064.000, 0.781	1064.000, 0.846
1065.000, 0.741	1065.000, 0.761	1065.000, 0.765	1065.000, 0.714	1065.000, 0.768
1066.000, 0.711	1066.000, 0.721	1066.000, 0.747	1066.000, 0.621	1066.000, 0.658
1067.000, 0.734	1067.000, 0.748	1067.000, 0.802	1067.000, 0.682	1067.000, 0.698
1068.000, 0.752	1068.000, 0.742	1068.000, 0.799	1068.000, 0.720	1068.000, 0.732
1069.000, 0.750	1069.000, 0.704	1069.000, 0.738	1069.000, 0.703	1069.000, 0.727
1070.000, 0.748	1070.000, 0.737	1070.000, 0.751	1070.000, 0.715	1070.000, 0.728
1071.000, 0.756	1071.000, 0.746	1071.000, 0.763	1071.000, 0.730	1071.000, 0.739
1072.000, 0.773	1072.000, 0.704	1072.000, 0.749	1072.000, 0.740	1072.000, 0.747
1073.000, 0.752	1073.000, 0.712	1073.000, 0.753	1073.000, 0.731	1073.000, 0.650
1074.000, 0.739	1074.000, 0.751	1074.000, 0.764	1074.000, 0.726	1074.000, 0.617
1075.000, 0.777	1075.000, 0.795	1075.000, 0.769	1075.000, 0.747	1075.000, 0.783
