325.000, 0.031	325.000, 0.026	325.000, 0.032	325.000, 0.058	325.000, 0.039	325.000, 0.036
841.000, 0.370	841.000, 0.432	841.000, 0.458	841.000, 0.374	841.000, 0.382	841.000, 0.380
842.000, 0.371	842.000, 0.434	842.000, 0.459	842.000, 0.374	842.000, 0.384	842.000, 0.381
843.000, 0.373	843.000, 0.436	843.000, 0.460	843.000, 0.375	843.000, 0.385	843.000, 0.382
844.000, 0.375	844.000, 0.437	844.000, 0.461	844.000, 0.377	844.000, 0.385	844.000, 0.383
845.000, 0.375	845.000, 0.438	845.000, 0.463	845.000, 0.378	845.000, 0.385	845.000, 0.384
846.000, 0.375	846.000, 0.438	846.000, 0.464	846.000, 0.377	846.000, 0.387	846.000, 0.384
847.000, 0.376	847.000, 0.440	847.000, 0.464	847.000, 0.377	847.000, 0.386	847.000, 0.384
848.000, 0.377	848.000, 0.441	848.000, 0.465	848.000, 0.377	848.000, 0.386	848.000, 0.385
849.000, 0.377	849.000, 0.441	849.000, 0.466	849.000, 0.377	849.000, 0.386	849.000, 0.385
850.000, 0.378	850.000, 0.441	850.000, 0.467	850.000, 0.378	850.000, 0.387	850.000, 0.385
851.000, 0.379	851.000, 0.442	851.000, 0.468	851.000, 0.378	851.000, 0.388	851.000, 0.386
852.000, 0.381	852.000, 0.444	852.000, 0.469	852.000, 0.379	852.000, 0.389	852.000, 0.387
853.000, 0.381	853.000, 0.444	853.000, 0.470	853.000, 0.380	853.000, 0.389	853.000, 0.388
854.000, 0.381	854.000, 0.445	854.000, 0.471	854.000, 0.381	854.000, 0.390	854.000, 0.388
855.000, 0.383	855.000, 0.447	855.000, 0.473	855.000, 0.382	855.000, 0.392	855.000, 0.390
856.000, 0.384	856.000, 0.448	856.000, 0.474	856.000, 0.382	856.000, 0.392	856.000, 0.391
857.000, 0.384	857.000, 0.448	857.000, 0.474	857.000, 0.382	857.000, 0.392	857.000, 0.391
858.000, 0.385	858.000, 0.449	858.000, 0.475	858.000, 0.383	858.000, 0.392	858.000, 0.391
859.000, 0.386	859.000, 0.451	859.000, 0.476	859.000, 0.384	859.000, 0.393	859.000, 0.392
860.000, 0.386	860.000, 0.452	860.000, 0.477	860.000, 0.385	860.000, 0.394	860.000, 0.393
861.000, 0.386	861.000, 0.453	861.000, 0.478	861.000, 0.385	861.000, 0.394	861.000, 0.392
862.000, 0.388	862.000, 0.454	862.000, 0.478	862.000, 0.385	862.000, 0.395	862.000, 0.392
863.000, 0.389	863.000, 0.454	863.000, 0.480	863.000, 0.385	863.000, 0.396	863.000, 0.394
864.000, 0.390	864.000, 0.454	864.000, 0.481	864.000, 0.385	864.000, 0.396	864.000, 0.394
865.000, 0.391	865.000, 0.455	865.000, 0.483	865.000, 0.385	865.000, 0.396	865.000, 0.394
866.000, 0.392	866.000, 0.456	866.000, 0.484	866.000, 0.388	866.000, 0.397	866.000, 0.396
867.000, 0.393	867.000, 0.457	867.000, 0.485	867.000, 0.389	867.000, 0.399	867.000, 0.397
868.000, 0.394	868.000, 0.458	868.000, 0.485	868.000, 0.388	868.000, 0.399	868.000, 0.397
869.000, 0.395	869.000, 0.460	869.000, 0.486	869.000, 0.388	869.000, 0.399	869.000, 0.398
870.000, 0.395	870.000, 0.461	870.000, 0.488	870.000, 0.389	870.000, 0.399	870.000, 0.398
871.000, 0.395	871.000, 0.460	871.000, 0.489	871.000, 0.389	871.000, 0.400	871.000, 0.398
872.000, 0.395	872.000, 0.462	872.000, 0.490	872.000, 0.390	872.000, 0.400	872.000, 0.399
873.000, 0.395	873.000, 0.464	873.000, 0.491	873.000, 0.391	873.000, 0.401	873.000, 0.399
874.000, 0.397	874.000, 0.465	874.000, 0.491	874.000, 0.391	874.000, 0.401	874.000, 0.400
875.000, 0.397	875.000, 0.465	875.000, 0.492	875.000, 0.390	875.000, 0.401	875.000, 0.400
876.000, 0.397	876.000, 0.464	876.000, 0.492	876.000, 0.390	876.000, 0.401	876.000, 0.400
877.000, 0.398	877.000, 0.466	877.000, 0.492	877.000, 0.392	877.000, 0.402	877.000, 0.401
878.000, 0.400	878.000, 0.468	878.000, 0.493	878.000, 0.393	878.000, 0.403	878.000, 0.402
879.000, 0.402	879.000, 0.468	879.000, 0.495	879.000, 0.393	879.000, 0.403	879.000, 0.401
880.000, 0.403	880.000, 0.470	880.000, 0.496	880.000, 0.393	880.000, 0.405	880.000, 0.403
881.000, 0.404	881.000, 0.472	881.000, 0.497	881.000, 0.394	881.000, 0.406	881.000, 0.405
882.000, 0.404	882.000, 0.472	882.000, 0.499	882.000, 0.396	882.000, 0.406	882.000, 0.406
883.000, 0.405	883.000, 0.472	883.000, 0.499	883.000, 0.396	883.000, 0.407	883.000, 0.406
884.000, 0.406	884.000, 0.473	884.000, 0.500	884.000, 0.396	884.000, 0.408	884.000, 0.405
885.000, 0.405	885.000, 0.472	885.000, 0.500	885.000, 0.395	885.000, 0.408	885.000, 0.404
886.000, 0.406	886.000, 0.473	886.000, 0.501	886.000, 0.396	886.000, 0.408	886.000, 0.405
887.000, 0.407	887.000, 0.475	887.000, 0.502	887.000, 0.398	887.000, 0.408	887.000, 0.407
888.000, 0.408	888.000, 0.476	888.000, 0.503	888.000, 0.397	888.000, 0.409	888.000, 0.408
889.000, 0.408	889.000, 0.476	889.000, 0.504	889.000, 0.397	889.000, 0.409	889.000, 0.408
890.000, 0.407	890.000, 0.477	890.000, 0.506	890.000, 0.398	890.000, 0.408	890.000, 0.407
891.000, 0.407	891.000, 0.476	891.000, 0.506	891.000, 0.397	891.000, 0.409	891.000, 0.407
892.000, 0.409	892.000, 0.476	892.000, 0.506	892.000, 0.396	892.000, 0.411	892.000, 0.409
893.000, 0.412	893.000, 0.479	893.000, 0.509	893.000, 0.398	893.000, 0.412	893.000, 0.411
894.000, 0.413	894.000, 0.480	894.000, 0.509	894.000, 0.399	894.000, 0.412	894.000, 0.410
895.000, 0.411	895.000, 0.480	895.000, 0.508	895.000, 0.398	895.000, 0.411	895.000, 0.408
896.000, 0.411	896.000, 0.482	896.000, 0.508	896.000, 0.397	896.000, 0.411	896.000, 0.408
897.000, 0.412	897.000, 0.483	897.000, 0.509	897.000, 0.397	897.000, 0.411	897.000, 0.410
898.000, 0.414	898.000, 0.483	898.000, 0.511	898.000, 0.399	898.000, 0.411	898.000, 0.412
899.000, 0.415	899.000, 0.483	899.000, 0.511	899.000, 0.399	899.000, 0.412	899.000, 0.410
900.000, 0.415	900.000, 0.484	900.000, 0.512	900.000, 0.399	900.000, 0.412	900.000, 0.409
901.000, 0.414	901.000, 0.486	901.000, 0.512	901.000, 0.400	901.000, 0.413	901.000, 0.411
902.000, 0.416	902.000, 0.487	902.000, 0.515	902.000, 0.403	902.000, 0.414	902.000, 0.413
903.000, 0.419	903.000, 0.487	903.000, 0.518	903.000, 0.405	903.000, 0.416	903.000, 0.415
904.000, 0.420	904.000, 0.489	904.000, 0.520	904.000, 0.404	904.000, 0.417	904.000, 0.414
905.000, 0.420	905.000, 0.490	905.000, 0.520	905.000, 0.404	905.000, 0.416	905.000, 0.414
906.000, 0.418	906.000, 0.488	906.000, 0.518	906.000, 0.403	906.000, 0.414	906.000, 0.414
907.000, 0.416	907.000, 0.487	907.000, 0.517	907.000, 0.401	907.000, 0.415	907.000, 0.414
908.000, 0.416	908.000, 0.487	908.000, 0.517	908.000, 0.401	908.000, 0.415	908.000, 0.413
909.000, 0.420	909.000, 0.489	909.000, 0.519	909.000, 0.402	909.000, 0.414	909.000, 0.412
910.000, 0.422	910.000, 0.493	910.000, 0.521	910.000, 0.404	910.000, 0.416	910.000, 0.414
911.000, 0.423	911.000, 0.496	911.000, 0.523	911.000, 0.404	911.000, 0.419	911.000, 0.417
912.000, 0.424	912.000, 0.497	912.000, 0.523	912.000, 0.405	912.000, 0.419	912.000, 0.419
913.000, 0.424	913.000, 0.497	913.000, 0.523	913.000, 0.406	913.000, 0.419	913.000, 0.418
914.000, 0.425	914.000, 0.496	914.000, 0.523	914.000, 0.406	914.000, 0.420	914.000, 0.417
915.000, 0.426	915.000, 0.497	915.000, 0.524	915.000, 0.405	915.000, 0.420	915.000, 0.416
916.000, 0.428	916.000, 0.498	916.000, 0.526	916.000, 0.404	916.000, 0.421	916.000, 0.418
917.000, 0.431	917.000, 0.501	917.000, 0.528	917.000, 0.405	917.000, 0.423	917.000, 0.420
918.000, 0.430	918.000, 0.500	918.000, 0.528	918.000, 0.407	918.000, 0.422	918.000, 0.420
919.000, 0.428	919.000, 0.499	919.000, 0.526	919.000, 0.409	919.000, 0.421	919.000, 0.420
920.000, 0.428	920.000, 0.501	920.000, 0.525	920.000, 0.410	920.000, 0.421	920.000, 0.421
921.000, 0.427	921.000, 0.501	921.000, 0.526	921.000, 0.408	921.000, 0.421	921.000, 0.420
922.000, 0.426	922.000, 0.501	922.000, 0.530	922.000, 0.407	922.000, 0.421	922.000, 0.419
923.000, 0.429	923.000, 0.503	923.000, 0.531	923.000, 0.409	923.000, 0.420	923.000, 0.420
924.000, 0.432	924.000, 0.505	924.000, 0.534	924.000, 0.411	924.000, 0.423	924.000, 0.421
925.000, 0.434	925.000, 0.505	925.000, 0.537	925.000, 0.410	925.000, 0.427	925.000, 0.421
926.000, 0.431	926.000, 0.501	926.000, 0.533	926.000, 0.407	926.000, 0.422	926.000, 0.421
927.000, 0.430	927.000, 0.499	927.000, 0.531	927.000, 0.406	927.000, 0.418	927.000, 0.421
928.000, 0.435	928.000, 0.502	928.000, 0.535	928.000, 0.408	928.000, 0.420	928.000, 0.419
929.000, 0.432	929.000, 0.502	929.000, 0.532	929.000, 0.407	929.000, 0.422	929.000, 0.416
930.000, 0.427	930.000, 0.501	930.000, 0.529	930.000, 0.404	930.000, 0.423	930.000, 0.414
931.000, 0.433	931.000, 0.503	931.000, 0.536	931.000, 0.406	931.000, 0.421	931.000, 0.417
932.000, 0.437	932.000, 0.508	932.000, 0.539	932.000, 0.409	932.000, 0.422	932.000, 0.421
933.000, 0.436	933.000, 0.512	933.000, 0.537	933.000, 0.411	933.000, 0.424	933.000, 0.422
934.000, 0.435	934.000, 0.508	934.000, 0.534	934.000, 0.401	934.000, 0.418	934.000, 0.411
935.000, 0.437	935.000, 0.505	935.000, 0.537	935.000, 0.399	935.000, 0.417	935.000, 0.410
936.000, 0.442	936.000, 0.506	936.000, 0.543	936.000, 0.408	936.000, 0.422	936.000, 0.421
937.000, 0.435	937.000, 0.500	937.000, 0.542	937.000, 0.402	937.000, 0.421	937.000, 0.411
938.000, 0.431	938.000, 0.501	938.000, 0.542	938.000, 0.399	938.000, 0.421	938.000, 0.405
939.000, 0.436	939.000, 0.515	939.000, 0.547	939.000, 0.407	939.000, 0.426	939.000, 0.417
940.000, 0.443	940.000, 0.519	940.000, 0.551	940.000, 0.415	940.000, 0.428	940.000, 0.428
941.000, 0.446	941.000, 0.517	941.000, 0.553	941.000, 0.417	941.000, 0.427	941.000, 0.433
942.000, 0.443	942.000, 0.518	942.000, 0.552	942.000, 0.410	942.000, 0.424	942.000, 0.428
943.000, 0.438	943.000, 0.517	943.000, 0.550	943.000, 0.406	943.000, 0.423	943.000, 0.422
944.000, 0.434	944.000, 0.514	944.000, 0.547	944.000, 0.406	944.000, 0.424	944.000, 0.418
945.000, 0.434	945.000, 0.511	945.000, 0.538	945.000, 0.402	945.000, 0.418	945.000, 0.417
946.000, 0.434	946.000, 0.512	946.000, 0.538	946.000, 0.402	946.000, 0.418	946.000, 0.416
947.000, 0.435	947.000, 0.519	947.000, 0.548	947.000, 0.408	947.000, 0.426	947.000, 0.416
948.000, 0.440	948.000, 0.522	948.000, 0.548	948.000, 0.409	948.000, 0.427	948.000, 0.424
949.000, 0.445	949.000, 0.521	949.000, 0.544	949.000, 0.407	949.000, 0.427	949.000, 0.431
950.000, 0.444	950.000, 0.518	950.000, 0.543	950.000, 0.405	950.000, 0.433	950.000, 0.428
951.000, 0.444	951.000, 0.520	951.000, 0.545	951.000, 0.406	951.000, 0.428	951.000, 0.430
952.000, 0.444	952.000, 0.525	952.000, 0.547	952.000, 0.407	952.000, 0.420	952.000, 0.433
953.000, 0.447	953.000, 0.523	953.000, 0.551	953.000, 0.405	953.000, 0.423	953.000, 0.425
954.000, 0.444	954.000, 0.521	954.000, 0.551	954.000, 0.405	954.000, 0.428	954.000, 0.423
955.000, 0.437	955.000, 0.519	955.000, 0.547	955.000, 0.407	955.000, 0.431	955.000, 0.426
956.000, 0.441	956.000, 0.517	956.000, 0.549	956.000, 0.409	956.000, 0.431	956.000, 0.423
957.000, 0.449	957.000, 0.520	957.000, 0.551	957.000, 0.411	957.000, 0.431	957.000, 0.422
958.000, 0.455	958.000, 0.529	958.000, 0.553	958.000, 0.414	958.000, 0.431	958.000, 0.427
959.000, 0.458	959.000, 0.528	959.000, 0.561	959.000, 0.419	959.000, 0.431	959.000, 0.432
960.000, 0.456	960.000, 0.523	960.000, 0.567	960.000, 0.420	960.000, 0.432	960.000, 0.434
961.000, 0.451	961.000, 0.527	961.000, 0.563	961.000, 0.413	961.000, 0.437	961.000, 0.429
962.000, 0.448	962.000, 0.530	962.000, 0.560	962.000, 0.413	962.000, 0.437	962.000, 0.424
963.000, 0.450	963.000, 0.530	963.000, 0.560	963.000, 0.417	963.000, 0.433	963.000, 0.422
964.000, 0.453	964.000, 0.529	964.000, 0.559	964.000, 0.414	964.000, 0.428	964.000, 0.422
965.000, 0.454	965.000, 0.529	965.000, 0.560	965.000, 0.414	965.000, 0.428	965.000, 0.425
966.000, 0.453	966.000, 0.529	966.000, 0.562	966.000, 0.417	966.000, 0.433	966.000, 0.431
967.000, 0.451	967.000, 0.527	967.000, 0.560	967.000, 0.416	967.000, 0.433	967.000, 0.428
968.000, 0.452	968.000, 0.529	968.000, 0.559	968.000, 0.415	968.000, 0.433	968.000, 0.426
969.000, 0.458	969.000, 0.537	969.000, 0.564	969.000, 0.417	969.000, 0.437	969.000, 0.433
970.000, 0.463	970.000, 0.538	970.000, 0.569	970.000, 0.421	970.000, 0.440	970.000, 0.437
971.000, 0.462	971.000, 0.534	971.000, 0.571	971.000, 0.422	971.000, 0.439	971.000, 0.437
972.000, 0.455	972.000, 0.531	972.000, 0.562	972.000, 0.417	972.000, 0.432	972.000, 0.430
973.000, 0.444	973.000, 0.528	973.000, 0.555	973.000, 0.414	973.000, 0.428	973.000, 0.425
974.000, 0.437	974.000, 0.526	974.000, 0.553	974.000, 0.414	974.000, 0.428	974.000, 0.427
975.000, 0.448	975.000, 0.526	975.000, 0.557	975.000, 0.416	975.000, 0.429	975.000, 0.430
976.000, 0.459	976.000, 0.529	976.000, 0.564	976.000, 0.419	976.000, 0.434	976.000, 0.434
977.000, 0.460	977.000, 0.536	977.000, 0.569	977.000, 0.419	977.000, 0.443	977.000, 0.436
978.000, 0.462	978.000, 0.537	978.000, 0.567	978.000, 0.419	978.000, 0.440	978.000, 0.436
979.000, 0.464	979.000, 0.537	979.000, 0.564	979.000, 0.419	979.000, 0.436	979.000, 0.437
980.000, 0.464	980.000, 0.544	980.000, 0.568	980.000, 0.418	980.000, 0.443	980.000, 0.443
981.000, 0.466	981.000, 0.547	981.000, 0.576	981.000, 0.422	981.000, 0.446	981.000, 0.445
982.000, 0.465	982.000, 0.545	982.000, 0.580	982.000, 0.426	982.000, 0.443	982.000, 0.443
983.000, 0.453	983.000, 0.532	983.000, 0.567	983.000, 0.415	983.000, 0.432	983.000, 0.431
984.000, 0.449	984.000, 0.528	984.000, 0.558	984.000, 0.411	984.000, 0.429	984.000, 0.426
985.000, 0.458	985.000, 0.535	985.000, 0.560	985.000, 0.420	985.000, 0.436	985.000, 0.432
986.000, 0.460	986.000, 0.537	986.000, 0.561	986.000, 0.421	986.000, 0.433	986.000, 0.438
987.000, 0.459	987.000, 0.535	987.000, 0.564	987.000, 0.417	987.000, 0.430	987.000, 0.439
988.000, 0.458	988.000, 0.533	988.000, 0.573	988.000, 0.415	988.000, 0.436	988.000, 0.434
989.000, 0.466	989.000, 0.539	989.000, 0.580	989.000, 0.421	989.000, 0.439	989.000, 0.438
990.000, 0.473	990.000, 0.545	990.000, 0.580	990.000, 0.429	990.000, 0.439	990.000, 0.444
991.000, 0.465	991.000, 0.538	991.000, 0.567	991.000, 0.424	991.000, 0.431	991.000, 0.436
992.000, 0.456	992.000, 0.535	992.000, 0.563	992.000, 0.415	992.000, 0.430	992.000, 0.433
993.000, 0.452	993.000, 0.540	993.000, 0.570	993.000, 0.409	993.000, 0.436	993.000, 0.439
994.000, 0.460	994.000, 0.543	994.000, 0.575	994.000, 0.421	994.000, 0.439	994.000, 0.446
995.000, 0.465	995.000, 0.540	995.000, 0.574	995.000, 0.426	995.000, 0.438	995.000, 0.447
996.000, 0.461	996.000, 0.531	996.000, 0.565	996.000, 0.416	996.000, 0.434	996.000, 0.438
997.000, 0.458	997.000, 0.537	997.000, 0.570	997.000, 0.420	997.000, 0.441	997.000, 0.436
998.000, 0.460	998.000, 0.543	998.000, 0.577	998.000, 0.428	998.000, 0.448	998.000, 0.438
999.000, 0.464	999.000, 0.535	999.000, 0.570	999.000, 0.424	999.000, 0.440	999.000, 0.437
1000.000, 0.470	1000.000, 0.545	1000.000, 0.571	1000.000, 0.427	1000.000, 0.440	1000.000, 0.443
1001.000, 0.476	1001.000, 0.567	1001.000, 0.580	1001.000, 0.435	1001.000, 0.449	1001.000, 0.454
1002.000, 0.480	1002.000, 0.562	1002.000, 0.584	1002.000, 0.435	1002.000, 0.449	1002.000, 0.458
1003.000, 0.475	1003.000, 0.551	1003.000, 0.582	1003.000, 0.433	1003.000, 0.445	1003.000, 0.456
1004.000, 0.462	1004.000, 0.542	1004.000, 0.576	1004.000, 0.429	1004.000, 0.439	1004.000, 0.449
1005.000, 0.461	1005.000, 0.542	1005.000, 0.574	1005.000, 0.420	1005.000, 0.434	1005.000, 0.440
1006.000, 0.466	1006.000, 0.549	1006.000, 0.577	1006.000, 0.416	1006.000, 0.435	1006.000, 0.440
1007.000, 0.469	1007.000, 0.558	1007.000, 0.586	1007.000, 0.425	1007.000, 0.447	1007.000, 0.454
1008.000, 0.469	1008.000, 0.549	1008.000, 0.584	1008.000, 0.433	1008.000, 0.449	1008.000, 0.456
1009.000, 0.466	1009.000, 0.534	1009.000, 0.576	1009.000, 0.433	1009.000, 0.446	1009.000, 0.446
1010.000, 0.465	1010.000, 0.543	1010.000, 0.573	1010.000, 0.421	1010.000, 0.446	1010.000, 0.436
1011.000, 0.464	1011.000, 0.551	1011.000, 0.571	1011.000, 0.420	1011.000, 0.450	1011.000, 0.437
1012.000, 0.465	1012.000, 0.550	1012.000, 0.570	1012.000, 0.430	1012.000, 0.455	1012.000, 0.447
1013.000, 0.463	1013.000, 0.541	1013.000, 0.569	1013.000, 0.419	1013.000, 0.447	1013.000, 0.443
1014.000, 0.463	1014.000, 0.538	1014.000, 0.569	1014.000, 0.416	1014.000, 0.445	1014.000, 0.442
1015.000, 0.466	1015.000, 0.548	1015.000, 0.569	1015.000, 0.432	1015.000, 0.453	1015.000, 0.451
1016.000, 0.463	1016.000, 0.554	1016.000, 0.573	1016.000, 0.427	1016.000, 0.450	1016.000, 0.449
1017.000, 0.456	1017.000, 0.553	1017.000, 0.576	1017.000, 0.417	1017.000, 0.444	1017.000, 0.445
1018.000, 0.453	1018.000, 0.547	1018.000, 0.577	1018.000, 0.419	1018.000, 0.447	1018.000, 0.450
1019.000, 0.463	1019.000, 0.546	1019.000, 0.575	1019.000, 0.431	1019.000, 0.446	1019.000, 0.454
1020.000, 0.478	1020.000, 0.550	1020.000, 0.572	1020.000, 0.443	1020.000, 0.443	1020.000, 0.456
1021.000, 0.470	1021.000, 0.547	1021.000, 0.575	1021.000, 0.434	1021.000, 0.440	1021.000, 0.452
1022.000, 0.466	1022.000, 0.544	1022.000, 0.579	1022.000, 0.430	1022.000, 0.447	1022.000, 0.447
1023.000, 0.474	1023.000, 0.543	1023.000, 0.583	1023.000, 0.436	1023.000, 0.461	1023.000, 0.447
1024.000, 0.476	1024.000, 0.556	1024.000, 0.581	1024.000, 0.430	1024.000, 0.454	1024.000, 0.461
1025.000, 0.469	1025.000, 0.560	1025.000, 0.580	1025.000, 0.426	1025.000, 0.443	1025.000, 0.465
1026.000, 0.453	1026.000, 0.543	1026.000, 0.585	1026.000, 0.436	1026.000, 0.444	1026.000, 0.442
1027.000, 0.457	1027.000, 0.543	1027.000, 0.593	1027.000, 0.432	1027.000, 0.444	1027.000, 0.441
1028.000, 0.469	1028.000, 0.552	1028.000, 0.592	1028.000, 0.418	1028.000, 0.443	1028.000, 0.451
1029.000, 0.460	1029.000, 0.549	1029.000, 0.568	1029.000, 0.407	1029.000, 0.444	1029.000, 0.439
1030.000, 0.467	1030.000, 0.553	1030.000, 0.572	1030.000, 0.427	1030.000, 0.458	1030.000, 0.451
1031.000, 0.486	1031.000, 0.564	1031.000, 0.605	1031.000, 0.463	1031.000, 0.481	1031.000, 0.482
1032.000, 0.483	1032.000, 0.577	1032.000, 0.618	1032.000, 0.454	1032.000, 0.481	1032.000, 0.479
1033.000, 0.472	1033.000, 0.576	1033.000, 0.605	1033.000, 0.438	1033.000, 0.465	1033.000, 0.458
1034.000, 0.462	1034.000, 0.560	1034.000, 0.572	1034.000, 0.434	1034.000, 0.444	1034.000, 0.435
1035.000, 0.466	1035.000, 0.560	1035.000, 0.575	1035.000, 0.427	1035.000, 0.452	1035.000, 0.450
1036.000, 0.479	1036.000, 0.566	1036.000, 0.587	1036.000, 0.428	1036.000, 0.468	1036.000, 0.473
1037.000, 0.490	1037.000, 0.568	1037.000, 0.575	1037.000, 0.446	1037.000, 0.462	1037.000, 0.462
1038.000, 0.490	1038.000, 0.570	1038.000, 0.575	1038.000, 0.446	1038.000, 0.463	1038.000, 0.443
1039.000, 0.482	1039.000, 0.573	1039.000, 0.587	1039.000, 0.436	1039.000, 0.471	1039.000, 0.432
1040.000, 0.481	1040.000, 0.566	1040.000, 0.593	1040.000, 0.448	1040.000, 0.465	1040.000, 0.459
1041.000, 0.478	1041.000, 0.560	1041.000, 0.595	1041.000, 0.443	1041.000, 0.453	1041.000, 0.467
1042.000, 0.470	1042.000, 0.556	1042.000, 0.596	1042.000, 0.416	1042.000, 0.442	1042.000, 0.446
1043.000, 0.456	1043.000, 0.550	1043.000, 0.598	1043.000, 0.402	1043.000, 0.443	1043.000, 0.458
1044.000, 0.461	1044.000, 0.548	1044.000, 0.608	1044.000, 0.419	1044.000, 0.456	1044.000, 0.476
1045.000, 0.496	1045.000, 0.556	1045.000, 0.625	1045.000, 0.472	1045.000, 0.474	1045.000, 0.475
1046.000, 0.501	1046.000, 0.567	1046.000, 0.626	1046.000, 0.475	1046.000, 0.475	1046.000, 0.472
1047.000, 0.485	1047.000, 0.571	1047.000, 0.613	1047.000, 0.451	1047.000, 0.465	1047.000, 0.463
1048.000, 0.473	1048.000, 0.547	1048.000, 0.599	1048.000, 0.455	1048.000, 0.463	1048.000, 0.440
1049.000, 0.475	1049.000, 0.547	1049.000, 0.589	1049.000, 0.449	1049.000, 0.455	1049.000, 0.446
1050.000, 0.490	1050.000, 0.564	1050.000, 0.583	1050.000, 0.433	1050.000, 0.444	1050.000, 0.477
1051.000, 0.499	1051.000, 0.525	1051.000, 0.589	1051.000, 0.438	1051.000, 0.454	1051.000, 0.469
1052.000, 0.494	1052.000, 0.503	1052.000, 0.597	1052.000, 0.439	1052.000, 0.476	1052.000, 0.460
1053.000, 0.474	1053.000, 0.532	1053.000, 0.602	1053.000, 0.424	1053.000, 0.500	1053.000, 0.465
1054.000, 0.474	1054.000, 0.573	1054.000, 0.607	1054.000, 0.412	1054.000, 0.491	1054.000, 0.458
1055.000, 0.480	1055.000, 0.607	1055.000, 0.609	1055.000, 0.404	1055.000, 0.469	1055.000, 0.448
1056.000, 0.473	1056.000, 0.612	1056.000, 0.605	1056.000, 0.401	1056.000, 0.466	1056.000, 0.448
1057.000, 0.448	1057.000, 0.579	1057.000, 0.605	1057.000, 0.427	1057.000, 0.453	1057.000, 0.438
1058.000, 0.425	1058.000, 0.525	1058.000, 0.606	1058.000, 0.467	1058.000, 0.439	1058.000, 0.434
1059.000, 0.464	1059.000, 0.508	1059.000, 0.603	1059.000, 0.465	1059.000, 0.463	1059.000, 0.487
1060.000, 0.486	1060.000, 0.520	1060.000, 0.609	1060.000, 0.459	1060.000, 0.473	1060.000, 0.508
1061.000, 0.475	1061.000, 0.551	1061.000, 0.618	1061.000, 0.463	1061.000, 0.460	1061.000, 0.483
1062.000, 0.484	1062.000, 0.578	1062.000, 0.595	1062.000, 0.477	1062.000, 0.465	1062.000, 0.477
1063.000, 0.489	1063.000, 0.580	1063.000, 0.583	1063.000, 0.486	1063.000, 0.482	1063.000, 0.482
1064.000, 0.473	1064.000, 0.547	1064.000, 0.613	1064.000, 0.473	1064.000, 0.494	1064.000, 0.490
1065.000, 0.464	1065.000, 0.555	1065.000, 0.589	1065.000, 0.415	1065.000, 0.446	1065.000, 0.485
1066.000, 0.453	1066.000, 0.575	1066.000, 0.552	1066.000, 0.346	1066.000, 0.385	1066.000, 0.468
1067.000, 0.425	1067.000, 0.549	1067.000, 0.583	1067.000, 0.334	1067.000, 0.404	1067.000, 0.448
1068.000, 0.417	1068.000, 0.562	1068.000, 0.611	1068.000, 0.390	1068.000, 0.428	1068.000, 0.429
1069.000, 0.436	1069.000, 0.608	1069.000, 0.613	1069.000, 0.464	1069.000, 0.433	1069.000, 0.423
1070.000, 0.468	1070.000, 0.629	1070.000, 0.599	1070.000, 0.452	1070.000, 0.428	1070.000, 0.442
1071.000, 0.473	1071.000, 0.606	1071.000, 0.568	1071.000, 0.422	1071.000, 0.432	1071.000, 0.445
1072.000, 0.445	1072.000, 0.546	1072.000, 0.543	1072.000, 0.408	1072.000, 0.453	1072.000, 0.423
1073.000, 0.459	1073.000, 0.543	1073.000, 0.620	1073.000, 0.416	1073.000, 0.502	1073.000, 0.444
1074.000, 0.471	1074.000, 0.544	1074.000, 0.686	1074.000, 0.416	1074.000, 0.512	1074.000, 0.469
1075.000, 0.426	1075.000, 0.491	1075.000, 0.601	1075.000, 0.382	1075.000, 0.414	1075.000, 0.451
